报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2013-06-30,2012-12-31,
货币资金(万元),6630458,6189404,5588457,6890168,6235118,5467990,5400050,5747431,6140237,6382775,4754607,5535299,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),293070,309990,381600,1012343,1903405,1941888,1960241,1303341,1556314,260449,--,511997,
交易性金融资产(万元),2180608,1630979,1261817,795123,1213222,466386,596730,471197,1116432,506629,--,206287,
衍生金融资产(万元),94514,34670,61792,119584,37312,41798,32589,32966,7252,30982,--,11632,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预付款项(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),328677,322590,273882,241568,236008,248831,269553,243833,242497,214109,--,151543,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),2550183,2091376,1757597,2121593,927670,480000,1953391,972419,385270,1176509,--,1004008,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,
发放贷款及垫款(万元),27104616,26497465,25570412,23912997,22983420,22625180,20957459,20569791,19203258,16931751,16140404,14834143,
可供出售金融资产(万元),17540130,17412986,19185526,22024534,14544336,13177199,11779941,7108439,3782650,1549973,--,1238997,
持有至到期投资(万元),7828234,7576564,7403787,6667435,6024020,5475265,4340295,3208345,3109267,2610858,--,2034084,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),104914,99138,100914,97914,95183,92282,90013,67767,61306,48053,--,41720,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,264652,--,258891,--,255265,246441,--,215184,209004,--,161231,
累计折旧(万元),--,126569,--,117157,--,108972,99920,--,82539,64954,--,49798,
固定资产净值(万元),--,138082,--,141733,--,146293,146521,--,132646,144050,--,111433,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),135592,138082,141596,141733,142353,146293,146521,144141,132646,144050,--,111433,
在建工程(万元),6845,5320,5340,4733,5078,4267,8477,11368,24158,16630,--,6689,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),19476,19252,19240,20566,20043,20190,21073,21257,22591,24083,--,21557,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),251760,208455,166337,183513,143157,130128,113518,122694,99683,113202,--,80955,
其他非流动资产(万元),140634,94595,82938,54821,107986,209664,59001,107101,63969,44842,--,65079,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,
资产总计(万元),79777157,75408525,74026463,72042418,63414161,56688899,54531457,49266699,41854124,34018856,31241262,32498447,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
