报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),19510,9162,5991,7939,7477,7822,8767,2435,1895,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),1760,1715,3242,2674,2793,3033,2050,933,2256,
应收账款(万元),5337,5891,6053,5420,4820,4836,4397,3036,2365,
预付款项(万元),237,253,205,172,92,74,247,32,45,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),0,--,--,8,--,--,30,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),254,--,27,--,--,37,33,11,21,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),4571,4253,4690,4957,5481,6101,4698,2572,1791,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),112,7,7,--,32,74,95,--,1000,
流动资产合计(万元),31781,21282,20216,21170,20695,21976,20320,9020,9374,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,5464,5447,5382,5220,--,4646,--,--,
累计折旧(万元),--,2091,2002,1914,1574,--,1254,--,--,
固定资产净值(万元),--,3373,3445,3468,3647,--,3392,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
