报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),440805,411256,443249,449172,488635,504286,572121,467460,368849,342698,336251,303057,324087,276727,233925,186220,220744,232034,154416,164284,180521,151175,124854,123496,99447,56578,72094,104350,103528,70888,62370,59560,87019,54379,65824,66413,86646,39763,33332,39950,25900,26890,26678,38188,15630,34796,31163,56225,49922,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,0,--,0,--,0,
衍生金融资产(万元),--,--,64,15,--,50,46,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),26292,4395,3820,2345,2147,1128,259,371,65060,--,--,--,--,--,--,--,--,--,12,--,6,--,--,60,60,--,--,--,--,--,--,--,--,--,0,--,0,--,0,216,231,145,30,135,152,21,148,128,70,
应收账款(万元),237656,292184,287172,267701,214752,209454,194940,296091,241920,216978,162618,146496,73322,68772,98958,72973,60709,60456,118932,93936,70214,53850,66062,88412,75064,71070,74281,75010,73501,79662,69061,25513,23017,10742,7804,47686,34948,35027,26206,15901,26532,57007,60742,49161,53346,43142,52506,47024,41174,
预付款项(万元),119966,147577,143742,131435,125527,152796,147763,195117,205852,182031,130136,112198,99051,134665,136128,113293,101346,66502,60883,55311,47963,58610,63974,58290,53876,67230,32048,15786,11517,13595,18640,21993,26161,32021,34462,37814,41160,48096,51501,44363,42186,38703,9375,12472,8887,10870,27362,21359,23797,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,604,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
