报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),9768,10208,4847,4005,5365,5194,9133,6775,8292,6524,8151,8832,7743,9591,9226,8647,12751,9145,6534,6796,5860,5673,3015,3426,6179,4470,3292,2876,6065,10654,7339,8951,7525,7450,10427,12124,16067,16945,17382,19792,21897,20869,21126,25334,31230,34157,35585,36520,3432,4411,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
应收票据(万元),1786,1208,1301,949,150,1173,972,317,330,427,248,445,951,971,1496,1805,779,1456,10,1027,1246,1126,1226,2303,20,1616,142,1304,412,588,1740,1386,1312,--,183,243,353,273,6,100,66,225,262,33,994,87,0,0,0,0,
应收账款(万元),12319,10884,11720,11901,11738,11257,12332,11598,8723,10111,11416,10955,10206,10339,13872,13242,12410,15294,18199,17684,15513,14792,14371,13204,13155,12888,15747,14121,13191,11835,14068,14605,14290,17995,15921,14829,13085,12386,12617,10687,8276,9567,13427,12450,11267,11420,10603,9924,8379,7857,
预付款项(万元),704,178,165,86,192,28,107,116,209,149,597,420,242,75,105,132,119,73,132,109,113,79,158,121,440,235,2834,2814,2821,2912,1545,384,182,174,462,691,526,428,434,470,569,1046,767,702,2526,219,4545,4501,2609,2047,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,0,0,0,0,
