报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),8219,6707,5434,4275,74,302,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,599,159,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),1203,1995,1340,1923,380,258,
应收账款(万元),28337,20084,17780,12595,4035,3127,
预付款项(万元),606,17,23,34,10,43,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),169,118,100,137,36,235,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),7261,4116,6120,7588,2621,2166,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),343,744,1711,374,1975,--,
流动资产合计(万元),46137,33781,32509,26925,9729,6291,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,1202,1185,912,640,--,
累计折旧(万元),--,609,536,436,434,--,
固定资产净值(万元),--,593,649,476,206,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),562,593,649,476,206,259,
在建工程(万元),--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),1,2,2,2,7,16,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),1423,1444,1429,1540,1664,1771,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),282,300,254,123,45,40,
其他非流动资产(万元),30,30,--,--,--,--,
非流动资产合计(万元),2298,2369,2335,2141,1922,2086,
资产总计(万元),48436,36150,34843,29066,11651,8377,
短期借款(万元),--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),400,444,623,--,--,--,
应付账款(万元),14540,5788,7098,12116,2498,1215,
预收账款(万元),168,166,528,728,150,102,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),429,452,1113,895,359,207,
应交税费(万元),1065,661,579,663,118,90,
应付利息(万元),--,--,--,--,--,--,
应付股利(万元),--,--,--,--,50,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),1215,714,740,271,171,350,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),17817,8226,10681,14672,3347,1963,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,150,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,150,
负债合计(万元),17817,8226,10681,14672,3347,2113,
实收资本(或股本)(万元),4250,4250,4250,4250,1000,1000,
资本公积(万元),7440,7440,7440,7440,--,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1275,1275,1275,304,562,562,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),17653,14958,11197,2400,6743,4702,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),30619,27924,24163,14394,8304,6263,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),30619,27924,24163,14394,8304,6263,
负债和所有者权益(或股东权益)总计(万元),48436,36150,34843,29066,11651,8377,		
  
