报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),639147,514086,502152,523106,536273,515518,475094,572208,520242,463589,468271,401177,619958,515553,333638,314840,409474,296084,243774,216301,440266,379418,329639,306551,444557,475321,296096,340317,435873,397479,342851,374936,420414,425767,342026,298389,323157,270352,213456,175459,220820,177451,175842,169642,212952,170626,156793,130302,173463,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),111,--,--,951,211,2798,1686,180,150,--,--,--,--,--,58,185,49,--,--,166,424,--,--,144,144,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
应收票据(万元),50364,46583,48288,41694,75758,59212,50446,40741,31552,55563,66415,31850,36676,54014,64140,56588,48629,47619,30460,37243,25695,52835,43290,43971,23435,62362,60835,55676,41559,96847,88370,62420,80273,70872,66126,57740,54760,35128,22420,30290,46025,48746,21831,23544,33104,43345,32066,58604,27529,
应收账款(万元),1249139,1266606,1332133,1338850,1278351,1022915,978145,965321,1244493,1451125,1443792,1394910,1182137,965650,941975,831607,781799,847896,790215,656784,610703,720839,709095,597307,494963,493783,497182,431550,399872,490331,403959,369114,314776,306638,273562,251802,208626,210068,189483,170015,147074,212536,176185,124269,121215,123406,114853,81030,57742,
预付款项(万元),6268,23672,21108,15649,7492,13497,17037,15536,14235,17190,23040,21326,20409,29534,25715,26697,19380,27809,35388,36642,22148,27265,22334,27514,14108,23753,20830,16378,17993,20246,17665,29230,20366,20962,15930,16580,11424,17932,19738,17106,25406,18829,14994,25736,23530,20529,13173,16048,16670,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
应收股利(万元),20,129,629,60,80,80,780,--,--,--,500,--,--,--,--,--,--,18,696,--,--,--,--,0,60,--,--,--,--,--,200,--,--,210,0,--,0,--,0,0,--,470,479,9,9,--,426,--,0,
其他应收款(万元),--,--,17423,20526,16725,27560,19712,19453,17564,25491,22903,22158,14463,23392,20118,18615,17089,13555,16151,10782,10492,13841,10793,9502,9516,7184,7348,8652,6684,5679,7233,4152,5172,6102,4854,8821,10358,5573,4417,5881,7033,6603,7995,10532,9293,12619,15866,14350,13937,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,0,--,0,--,0,
