报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),755846,716455,512074,673240,1164141,630139,835599,596169,687465,337893,397714,468371,362091,296882,280351,474522,221583,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),40544,41991,78562,112303,31356,36544,27652,21571,18279,24440,15146,16867,6704,17275,18346,15072,8114,
应收账款(万元),1709551,1595075,1493779,1457133,1533751,1412637,1308883,1263806,1140085,1000771,1034985,826460,790677,629590,684879,569084,352339,
预付款项(万元),310741,322249,326582,231065,234278,182407,153059,201593,202628,226223,175896,251973,261901,356064,331935,142914,139208,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,174,--,--,--,--,--,--,--,--,--,--,--,--,40,
应收股利(万元),37,37,37,37,37,146,288,431,431,289,289,289,1197,289,289,602,675,
其他应收款(万元),490832,523452,509167,478219,543600,536699,429773,450022,462730,377222,350321,263714,353650,279412,226268,171265,245999,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),2773965,2668027,2583285,2429521,2253095,2105692,1899158,1754643,1632021,1547378,1472127,1304196,1215566,1124562,983245,828290,721663,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),25033,26037,19276,15697,10891,12244,2518,1584,1272,2,1431,5,2184,50,1420,1100,617,
流动资产合计(万元),6106548,5893322,5522762,5397390,5771149,4916509,4656931,4289818,4144911,3514220,3447908,3131874,2993968,2704123,2526732,2202850,1690238,
发放贷款及垫款(万元),101888,111981,104370,124729,66665,56715,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),102624,89587,72022,68643,60434,24596,20557,20535,20439,18408,15247,99,99,96,12663,90,118,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),397880,387104,522857,513933,487063,496757,502004,551166,551670,507406,485578,334989,306813,254125,278743,171035,96276,
长期股权投资(万元),50354,47092,43575,43528,48495,39906,38632,32497,36363,41713,32672,49394,47907,70522,36647,45858,34875,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2088,2121,2153,2186,2219,2252,2317,2350,2382,2409,2444,1769,1796,4422,3046,3238,3431,
固定资产原值(万元),--,546406,--,541365,--,485357,479268,476422,474036,469834,467886,455111,453800,461526,460078,--,--,
累计折旧(万元),--,216568,--,203541,--,198842,185294,182650,176157,171318,163994,157577,151767,149415,142960,--,--,
固定资产净值(万元),--,329838,--,337824,--,286515,293974,293773,297879,298516,303892,297534,302033,312111,317118,--,--,
固定资产减值准备(万元),--,10,--,10,--,10,10,10,10,10,10,24,10,10,10,--,--,
固定资产(万元),325061,329828,332549,337814,290927,286505,293964,293763,297869,298506,303882,297510,302023,312101,317108,316052,273949,
在建工程(万元),78525,39632,36000,32680,74672,78005,73548,70469,65096,68321,57702,55103,49648,43120,37728,32894,49566,
工程物资(万元),--,--,--,--,2,45,45,42,--,12,--,--,--,--,--,--,3,
固定资产清理(万元),4,3,--,--,166,113,97,228,156,209,144,178,164,145,159,126,175,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),54424,54928,55458,55837,50085,51116,51883,50667,50953,44530,51768,43547,42133,47976,48428,49299,52845,
开发支出(万元),15,--,--,--,--,--,--,--,--,37,--,--,--,0,--,--,--,
商誉(万元),1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,1133,222,222,5348,5348,5868,5868,
长期待摊费用(万元),1945,1531,1398,1146,1775,442,350,736,494,489,531,639,580,1353,1267,1262,13260,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),43236,43890,44617,43945,34730,34482,34471,28055,29917,25073,27162,19170,23044,21854,22861,16109,17254,
其他非流动资产(万元),42348,42669,42229,43560,45530,45827,40090,38588,39248,41144,45700,47847,45621,48090,50240,63989,70063,
非流动资产合计(万元),1201525,1151498,1258360,1269133,1163895,1117894,1059091,1090229,1095720,1049390,1023963,850469,820049,809152,814238,705822,617682,
资产总计(万元),7308073,7044820,6781123,6666523,6935044,6034403,5716021,5380046,5240632,4563610,4471871,3982342,3814017,3513276,3340970,2908671,2307920,
短期借款(万元),934789,1035935,1127292,1008771,1198679,1064072,924911,1077957,953166,723081,541043,640275,629202,548834,401151,267664,215326,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),385093,190583,185668,163818,568749,177696,205000,217261,260005,--,--,--,--,--,--,--,--,
拆入资金(万元),--,30000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,357,357,6199,14345,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),374464,344861,285276,224812,221871,207998,213245,201699,221119,224848,204983,204306,172143,139907,147250,147292,146593,
应付账款(万元),2293897,2287897,2089845,2415646,2154054,2002109,1986115,1608422,1549162,1339984,1550324,938020,891115,656042,740996,602878,402740,
预收账款(万元),1031999,991298,1094843,951514,912637,734297,763935,847879,759026,845012,795401,870532,932570,1078129,1118396,988866,851341,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),57235,60301,52966,60172,66856,72433,64904,62893,57233,49527,57450,45904,44104,29343,42612,27469,21166,
应交税费(万元),49323,41447,52918,50153,34412,43061,139403,107707,106191,115127,117055,90324,84541,68925,70805,41514,34087,
应付利息(万元),--,--,9,654,485,4257,26,256,5628,3944,2216,753,--,354,--,174,158,
应付股利(万元),6265,19450,2486,3252,120,3791,3351,992,532,3672,532,786,1573,3308,169,1379,3953,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),287540,270781,266265,295200,337062,292554,222023,226547,244173,176322,181557,150700,192487,299122,187996,323583,223404,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),47590,57708,52774,55237,121586,57354,81316,96059,71954,37183,52118,49334,42184,32716,23926,16400,6200,
