报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),28304,45769,64797,47280,51320,51780,64301,16006,10911,17119,10656,17256,20438,10240,6297,8777,4518,3707,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),676,842,1160,917,304,1273,737,1393,1380,1899,574,518,1258,1968,837,1079,404,1148,
应收账款(万元),107446,95457,99020,86325,68074,59674,67971,48523,38673,38025,26641,26210,23200,21257,15088,12459,10134,10447,
预付款项(万元),9852,5366,9986,4346,5154,3600,10024,3125,3419,2399,4102,4442,5141,3152,1529,1594,908,1447,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),12904,7915,6975,7805,10661,9097,7056,4338,5674,4896,6224,3083,1752,1349,1758,2353,1381,1166,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),17114,12105,16539,10444,6500,5262,5585,9309,7447,8140,13687,7715,8585,5696,5193,4317,2488,2444,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),748,744,--,--,--,--,2918,2918,2918,2918,2918,2918,2918,2918,--,2650,--,--,
其他流动资产(万元),4996,3340,133,71,50,66,1,56,107,108,1145,161,5,10,21,20,13,--,
流动资产合计(万元),182039,171538,198609,157188,142064,130751,158592,85668,70529,75502,65947,62304,63295,46590,30723,33251,19846,20359,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
