报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),6077573,9041009,2616572,2202812,2190702,4651710,1669285,2622219,3667217,5772026,2118863,3081527,1607038,2994795,1154283,1193321,1370016,2721106,969326,880800,1257276,2275949,968905,1330315,75151,74870,75013,75425,121101,120521,440,556,702,748,43,41,425,186,222,72,962,1611,807,1051,843,690,
结算备付金(万元),39930,90590,85978,167570,108800,167767,98086,118090,52192,93855,121875,271516,197351,198412,56852,78142,43294,61466,14756,51023,42544,22530,32802,30604,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,13000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,--,0,
交易性金融资产(万元),78531,89923,125024,74381,56920,50884,31957,35063,38898,28600,43562,48319,46696,18507,31805,41177,29803,41510,80357,40419,51592,7163,6102,25771,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,5402,3589,3511,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,1473,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,--,0,
应收票据(万元),4898,5990,4445,3954,3681,3087,1967,1906,2427,2878,2715,2151,1328,2435,2124,2258,3259,3619,2147,1677,2570,2918,2102,3648,475,508,239,127,327,634,--,0,0,0,0,0,--,--,--,0,31,230,370,180,327,443,
应收账款(万元),33663,24830,11496,12804,19537,20575,26920,17359,14663,12289,35310,8132,4367,13892,5443,10023,7177,7226,6869,4195,3549,2252,1753,1743,1215,826,1017,1018,827,875,--,0,0,0,0,0,0,0,0,0,3942,3733,3897,3335,4171,5177,
预付款项(万元),13389,5060,6129,4017,4078,3408,5613,3391,3296,3073,8820,3813,2656,2045,4175,3558,8778,2836,4190,3244,2403,1401,84874,84633,355,196,219,248,154,98,--,0,0,0,0,0,0,19,315,240,390,1383,33218,33091,34379,5351,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,0,0,--,0,--,0,
