报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,
货币资金(万元),12360,10133,7205,6697,6361,4733,2793,1890,7103,2805,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),17339,21567,16859,14596,7352,7069,2167,4945,4241,3771,
应收账款(万元),25340,22987,26225,21766,22352,18016,18428,12537,11310,8619,
预付款项(万元),1041,470,754,328,896,1823,221,425,471,354,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),163,92,192,235,266,308,220,76,51,246,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),19085,16338,12001,10229,11058,12708,11004,7065,6755,7021,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),483,3706,1199,--,--,--,--,--,--,--,
流动资产合计(万元),75810,75294,64435,53851,48285,44656,34833,26938,29931,22816,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1848,1848,2663,2884,2208,2073,1126,500,500,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),71401,68516,64797,--,--,--,--,31224,29608,20171,
累计折旧(万元),20764,19454,16939,--,--,--,--,7591,7201,5743,
固定资产净值(万元),50636,49062,47858,--,--,--,--,23633,22407,14428,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),50636,49062,47858,36384,29689,28969,26346,23633,22407,14428,
在建工程(万元),29175,24047,11166,4863,6855,5387,2647,265,286,1727,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,1,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6241,6224,6224,6312,6295,5834,5739,2475,2483,2498,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),30,35,44,9,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),692,682,740,425,384,572,264,114,105,106,
其他非流动资产(万元),9597,5937,4500,4773,1078,1908,944,1293,349,477,
非流动资产合计(万元),98219,87834,73195,55649,46509,44743,37066,28280,26129,19238,
资产总计(万元),174029,163128,137630,109501,94794,89399,71899,55218,56060,42054,
短期借款(万元),8810,5680,11810,10290,9925,9750,18660,15400,16687,17460,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),22830,15511,9834,6942,8591,9747,4773,4971,4872,3789,
应付账款(万元),18766,17930,17007,9778,8917,8401,11651,6708,5025,3791,
预收账款(万元),21,70,30,245,16,173,14,472,610,479,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),3997,3178,3513,2276,2740,2571,1791,862,880,588,
应交税费(万元),392,378,856,606,1065,720,677,310,446,411,
应付利息(万元),64,62,62,42,29,21,45,35,40,29,
应付股利(万元),--,--,--,--,--,--,2025,2430,3000,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),197,28,25,9,19,1708,428,1896,2214,2174,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
