报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),29494,22955,27307,26911,26046,49740,18668,22540,16753,18786,16139,10324,4660,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1587,1697,2134,4437,2530,3022,2351,3542,2303,2698,2625,4745,2259,
应收账款(万元),10952,10934,8987,9007,12083,11197,9320,9069,10651,8824,8555,8355,7783,
预付款项(万元),219,124,230,131,135,283,240,162,194,145,170,139,187,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),44,652,469,288,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),37,36,30,34,32,31,35,31,54,76,48,74,22,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),7715,7326,7136,6755,6322,6338,6394,6789,7057,8448,7840,6664,6806,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),24828,25919,25500,24800,24500,--,--,--,--,--,--,--,--,
流动资产合计(万元),74876,69643,71791,72363,71648,70612,37008,42134,37014,38976,35377,30299,21716,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,24300,--,23751,--,23135,18727,18556,--,18234,--,--,--,
累计折旧(万元),--,13101,--,12357,--,11665,11474,11362,--,10161,--,--,--,
固定资产净值(万元),--,11199,--,11393,--,11470,7253,7194,--,8073,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),11421,11199,11126,11393,11197,11470,7253,7194,7670,8073,8012,8354,9056,
在建工程(万元),5,5,--,--,--,--,3788,3576,3070,2503,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3320,8480,8520,8578,8633,9000,9059,3676,3748,3665,3786,3528,3549,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,17,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),351,356,357,371,388,382,375,391,415,413,431,480,503,
其他非流动资产(万元),1703,930,358,23,250,69,25,1143,2476,89,24,323,36,
非流动资产合计(万元),16800,20986,20361,20366,20469,20921,20500,15979,17381,14744,12254,12684,13143,
