报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,
货币资金(万元),3423,8856,14077,14504,15396,26896,37466,22375,18902,37230,34885,24008,23149,38434,66915,91908,108712,92233,65702,86890,87598,42492,--,34801,35620,17569,18725,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3,366,2721,537,418,1490,1167,704,306,4689,1093,2204,1295,1587,55,33,28,51,--,--,--,--,--,--,--,--,--,
应收账款(万元),2518,4614,85860,81276,48655,42184,37305,30568,27886,17957,33873,27439,33210,14350,9199,4797,2906,8135,1537,956,1788,673,1610,2629,683,468,830,
预付款项(万元),2143,1632,60491,75122,65035,70196,63692,58989,47775,53360,25103,21919,17424,27267,6948,10919,15507,10628,30607,15337,10708,3252,3312,1460,879,1009,623,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),24,24,--,133,24,140,7,6,28,125,265,475,2238,1434,91,60,35,123,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,175,13479,13422,13612,107,490,763,1730,1575,4736,657,4707,137,5505,5750,174,1648,184,274,338,333,--,308,275,210,2699,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
