报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),186717,262838,94373,84382,75665,74821,82491,80170,69534,69052,69533,85469,28417,33247,33664,32778,46762,35594,8622,24480,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,0,13,13,4,92,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),20794,5438,13221,24747,11080,8344,7450,7992,3567,3140,1754,2449,2626,155,278,326,1106,434,1021,341,
应收账款(万元),29548,20326,19270,27676,16428,11171,14168,20611,21200,16393,18878,22102,24078,21423,10695,6487,15207,17779,10124,7423,
预付款项(万元),4820,1792,4130,3052,4021,2062,4501,2784,1415,1865,6600,5180,3797,4963,5520,7122,6750,6797,3651,9131,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),206,--,0,--,--,15,--,--,35,35,--,44,105,46,190,214,--,--,--,383,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1344,1799,1730,1725,1922,1303,73,108,143,660,309,605,344,2800,176,699,168,150,561,2700,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),46678,56870,46390,34744,60446,60897,51304,51352,47953,42020,36537,34034,27591,13431,11409,14236,8953,9739,15251,8416,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),90817,17192,12719,10103,12606,19523,13689,12394,24426,30341,30145,11643,--,--,--,--,--,--,--,--,
流动资产合计(万元),380923,366256,191833,186428,182168,178135,173676,175410,168271,163507,163769,161539,86962,76157,61931,61862,78946,70493,39229,52874,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,160719,--,154752,--,135237,--,132284,--,113323,--,110358,108041,80111,--,--,35434,--,--,--,
累计折旧(万元),--,46745,--,40520,--,33952,--,29929,--,24783,--,20715,16294,10214,--,--,10185,--,--,--,
固定资产净值(万元),--,113973,--,114232,--,101285,--,102355,--,88540,--,89643,91746,69897,--,--,25249,--,--,--,
固定资产减值准备(万元),--,1883,--,1277,--,1277,--,--,--,--,--,--,--,2114,--,--,--,--,--,--,
固定资产(万元),109317,112090,114024,112954,112423,100007,100819,102355,103826,88540,88237,89643,91746,67783,26227,23267,25249,24236,30509,15596,
在建工程(万元),45493,42086,24046,17829,11951,21569,11322,6185,2766,14607,9695,6646,6121,19778,38666,21858,11282,5803,1832,3511,
工程物资(万元),1217,1740,892,764,881,2080,2132,1386,850,1511,1744,1510,876,2970,2007,2803,755,227,2,15,
固定资产清理(万元),--,--,38,38,8251,8251,8251,8251,8251,8251,8251,8251,8251,8251,8296,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),21098,19657,19572,19690,21042,21159,21038,21100,21216,21332,21363,21478,21616,22077,22569,22622,15053,15217,9564,5992,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),126,138,166,172,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2449,2377,1474,1792,2096,1910,1232,1534,1761,1460,1217,1053,707,593,147,185,148,204,243,145,
其他非流动资产(万元),5769,4884,8897,9251,11068,5004,10284,8977,8149,4864,4378,1940,--,--,--,--,--,--,--,--,
非流动资产合计(万元),185470,182971,169111,162490,167711,159980,155078,149788,146819,140563,134883,130522,129317,121452,97912,70734,52487,45686,42149,25259,
资产总计(万元),566393,549227,360944,348919,349879,338115,328754,325198,315090,304071,298652,292061,216279,197608,159844,132596,131433,116179,81379,78133,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15000,10800,11800,19912,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),43081,28144,10494,9176,9744,10984,15456,17017,15493,15742,19645,16487,24882,22379,14713,25720,17051,18888,15747,19051,
应付账款(万元),72672,72825,54004,56309,50292,44821,44324,44745,37001,34130,31232,31965,32408,31851,24759,13069,12033,12319,19710,13432,
预收账款(万元),9622,19827,13062,9283,12360,13284,5709,4566,5778,4689,1189,1621,2485,446,440,883,954,565,698,1942,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1768,1436,1908,1582,1375,1247,805,772,758,612,721,742,537,442,341,388,347,311,346,324,
应交税费(万元),3457,3351,1103,901,897,532,302,630,582,250,268,273,-8833,-5424,-3419,-391,63,420,-1513,-1706,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,16,19,41,
应付股利(万元),--,--,--,3305,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),186,234,131,580,878,910,67,110,103,121,89,90,103,81,99,83,85,97,100,337,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),251,321,263,263,207,263,51,51,11,51,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,19844,19849,23578,22911,14651,1336,--,--,--,--,
流动负债合计(万元),131038,126139,80967,81400,75753,72042,66713,67891,59726,55594,72989,71028,75160,72686,51584,41088,45555,43417,46906,53332,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),10411,10253,12483,13076,25798,25597,25617,25631,26351,25582,2540,2480,2100,1650,800,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,2,2,1,14,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,400,--,--,--,--,
非流动负债合计(万元),10411,10253,12483,13076,25798,25597,25617,25631,26351,25582,2542,2482,2101,1664,800,400,2000,0,0,0,
负债合计(万元),141449,136393,93449,94476,101551,97639,92330,93522,86077,81176,75531,73510,77260,74350,52384,41488,47555,43417,46906,53332,
实收资本(或股本)(万元),46468,46468,37648,37648,37648,37648,37648,37648,18824,18824,18824,18824,14118,14118,14118,14118,14118,14118,12000,10600,
资本公积(万元),215635,215635,84565,84565,84565,84565,84565,84565,103389,103389,103364,103364,37998,37998,37998,37667,37484,37484,13052,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),9463,8598,8277,7937,7221,6551,6077,5831,5349,4731,4658,4717,3977,3520,3351,3271,3335,2481,1743,1052,
