报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10729,12302,10555,30783,11778,12422,8893,5939,4451,5022,3435,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),407,536,233,220,222,171,174,189,22,215,50,
应收账款(万元),7216,6134,5887,5741,5690,5015,4767,4403,4497,3673,2285,
预付款项(万元),478,95,430,1589,324,393,595,98,266,667,138,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6,4,96,24,51,8,35,18,35,17,618,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),12979,13715,14821,9951,9999,8684,6871,7219,7028,6231,4996,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),17739,12496,16063,165,337,235,197,766,603,634,519,
流动资产合计(万元),49555,45282,48085,48473,28402,26929,21531,18633,16902,16459,12041,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),164,164,64,66,67,67,68,81,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,16078,--,16014,16004,15996,13979,8317,7547,3021,2890,
累计折旧(万元),--,4313,--,3765,3490,3213,2711,2027,1503,1209,990,
固定资产净值(万元),--,11765,--,12249,12514,12783,11268,6291,6044,1812,1900,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),11512,11765,12003,12249,12514,12783,11268,6291,6044,1812,1900,
在建工程(万元),1572,1380,1254,875,827,795,2691,6611,2062,3196,79,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4709,4739,4770,4800,4830,4861,4632,4748,4864,2045,813,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),76,78,70,69,48,43,42,37,43,32,26,
其他非流动资产(万元),525,355,671,309,160,141,128,811,1781,666,144,
非流动资产合计(万元),18558,18481,18832,18369,18447,18690,18827,18579,14793,7751,2961,
资产总计(万元),68113,63762,66917,66841,46849,45619,40359,37212,31695,24210,15002,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,497,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),4528,3554,6050,7652,8000,6600,2179,4135,4411,2426,1724,
应付账款(万元),3473,2053,2841,1399,2227,2481,3033,1362,1654,1333,815,
预收账款(万元),325,174,194,147,50,92,100,203,86,210,200,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),108,104,94,212,111,104,157,150,109,87,38,
应交税费(万元),855,641,269,704,710,573,397,132,152,189,239,
应付利息(万元),--,--,--,--,--,2,4,7,8,2,5,
应付股利(万元),--,--,1920,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),406,364,396,556,526,568,550,324,48,24,39,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,549,1149,1149,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),9694,6890,11765,10669,11624,10968,7569,7462,6467,4271,3557,
长期借款(万元),--,--,--,--,--,823,1397,2546,2100,1998,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),784,818,851,884,888,918,906,835,567,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),784,818,851,884,888,1741,2303,3381,2667,1998,0,
负债合计(万元),10478,7707,12615,11553,12512,12708,9873,10843,9134,6269,3557,
实收资本(或股本)(万元),9600,9600,9600,9600,7200,7200,7200,7200,7200,6800,5420,
资本公积(万元),28953,28953,28868,28868,11198,11198,11198,11198,11198,10398,2160,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1682,1682,1682,1682,1209,1209,1209,797,416,74,387,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),17400,15820,14152,15138,14730,13305,10879,7174,3746,669,3479,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),57635,56055,54302,55288,34337,32911,30486,26369,22560,17941,11445,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),57635,56055,54302,55288,34337,32911,30486,26369,22560,17941,11445,
负债和所有者权益(或股东权益)总计(万元),68113,63762,66917,66841,46849,45619,40359,37212,31695,24210,15002,		
  
