报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),17698,23813,36889,12250,17304,14857,12325,11409,13196,7747,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),508,316,189,60,817,543,3291,3011,483,--,
应收账款(万元),54097,36780,31718,37479,24745,11368,20263,17523,10737,7918,
预付款项(万元),1668,2617,4975,344,1216,3337,772,386,815,637,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),9840,8656,7547,7477,6676,3348,650,289,332,596,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),31090,46004,58199,39854,40693,30975,28018,5980,6336,8502,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),10543,12220,9888,4578,4917,7066,7262,2000,1200,6000,
流动资产合计(万元),125444,130407,149405,102041,97856,71493,72581,40598,33099,31400,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1144,1104,963,988,939,1969,364,248,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,39034,--,17266,17121,16967,13175,11979,7233,2586,
累计折旧(万元),--,4170,--,3436,3209,2524,1748,1059,497,211,
固定资产净值(万元),--,34864,--,13830,13913,14444,11427,10920,6736,2375,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),60959,34864,13531,13830,13913,14444,11427,10920,6736,2375,
在建工程(万元),928,24668,610,516,282,57,15,--,3677,4344,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),1,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),856,815,846,836,848,872,877,884,908,837,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1743,472,358,372,395,456,136,3,5,24,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
