报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),39830,35096,66287,32899,60893,58443,95566,100100,129174,83370,92443,68968,92512,85393,83105,78306,108683,94269,128692,118190,143696,146629,153874,140143,148308,158759,172023,164065,161861,164692,164417,153065,151606,148390,151928,27741,25378,20257,13650,3231,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
交易性金融资产(万元),2,--,--,--,--,7,1,--,--,--,--,--,--,--,--,--,--,2520,2004,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收票据(万元),173,3478,3456,406,193,247,3,103,112,114,4,140,71,111,5,93,73,143,7,111,124,231,9,170,176,298,16,147,171,268,13,--,0,--,0,--,0,0,--,--,
应收账款(万元),7788,3790,6049,10867,10794,7386,6668,3955,3093,3383,3633,2416,1591,1072,646,1612,1187,1036,826,1003,827,820,411,422,368,292,78,--,--,--,--,--,0,--,0,--,0,0,--,--,
预付款项(万元),1984,1821,830,2064,2163,1818,849,2119,1461,1345,768,950,769,785,379,1234,1497,1254,418,1098,1339,1079,749,4436,2168,586,376,651,426,422,228,1437,351,310,213,248,361,690,3595,160,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收利息(万元),62,78,129,70,85,73,478,369,1205,913,1427,2360,3238,2705,2167,2040,1843,1403,771,3328,6527,5653,4650,3931,3514,2274,1287,1531,959,900,220,1967,1299,746,0,--,0,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
其他应收款(万元),1618,2031,2569,2881,2299,2102,2000,1232,975,829,894,2025,1121,906,935,701,648,1265,1568,2629,2448,2409,2324,2767,2486,2691,425,506,348,498,214,216,163,152,149,330,294,245,203,1427,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,96,--,--,--,--,0,--,0,--,0,0,--,--,
存货(万元),386,412,444,1006,756,746,726,768,588,620,544,287,201,222,193,164,142,167,110,107,73,94,76,95,73,69,76,--,56,71,--,--,0,--,0,--,0,0,0,0,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
一年内到期的非流动资产(万元),332,398,481,762,797,820,757,831,758,611,707,620,645,755,642,836,548,510,484,421,328,--,170,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
其他流动资产(万元),60340,75525,56617,74269,63755,121278,93489,66176,55485,103276,95526,103237,85842,90535,94948,89071,67934,74033,48997,50034,20038,20727,14937,20110,14964,10085,95,115,143,149,146,--,0,--,0,--,0,0,--,--,
流动资产合计(万元),144848,154756,166506,151896,155195,197837,205334,175654,192851,194462,195947,181003,185990,182483,183019,174056,182555,176599,183877,176921,175400,177642,177199,172074,172056,175054,174376,167111,163965,167000,165237,156685,153420,149598,152290,28319,26034,21192,17448,4818,
发放贷款及垫款(万元),32334,32128,29644,26672,13459,4917,4798,685,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
可供出售金融资产(万元),58347,59546,58647,61678,62848,25466,26558,20295,23496,23828,31413,20123,31459,17928,15536,20648,13704,12426,12426,11442,10506,8757,8037,7320,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,15000,0,--,--,10000,--,--,--,3200,6200,5700,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
长期应收款(万元),306,407,489,428,588,800,1074,1495,1389,1567,1392,1279,1387,1207,1473,1225,1611,1585,1585,1466,1179,1180,645,534,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
长期股权投资(万元),4597,2512,1266,1428,1620,1682,1881,6564,4266,1515,1247,1282,4453,4957,4251,3451,1939,709,764,293,303,313,321,330,2286,2193,2199,2050,2050,1950,1950,1950,0,--,0,0,0,0,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
投资性房地产(万元),1416,1448,1480,1513,1545,1577,1609,1641,1673,1706,1738,1770,1802,1834,1866,1898,1931,1963,1995,2039,1828,1856,1885,1913,1762,1788,1814,1840,1866,1891,1917,1943,1969,--,0,--,0,0,--,--,
固定资产原值(万元),6472,--,6423,--,9359,--,6305,--,6483,--,6336,--,6089,--,5601,--,5254,--,4952,--,5226,--,4857,--,4391,--,4187,--,4039,--,3666,--,3086,--,4860,--,4632,4529,--,--,
累计折旧(万元),4528,--,4321,--,4112,--,3621,--,3877,--,3510,--,3292,--,2926,--,2619,--,2462,--,2379,--,2078,--,1846,--,1585,--,1356,--,1128,--,925,--,929,--,770,585,--,--,
固定资产净值(万元),1944,--,2102,--,5247,--,2685,--,2606,--,2827,--,2797,--,2676,--,2635,--,2490,--,2847,--,2779,--,2544,--,2602,--,2683,--,2538,--,2161,--,3931,--,3862,3944,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,4,--,0,--,0,0,--,--,
固定资产(万元),1944,1921,2102,2251,5247,5469,2685,2636,2606,2744,2827,2804,2797,2590,2676,2834,2635,2537,2490,2695,2847,2720,2779,2427,2544,2555,2602,2670,2683,2614,2538,2383,2158,3913,3931,3799,3862,3944,1408,457,
在建工程(万元),17577,16379,13136,11653,6472,6335,4239,3815,3117,1799,1368,953,613,498,337,268,262,231,231,161,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,
