报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),19206,25988,10136,5680,11755,26193,11763,13780,10067,12273,8704,7827,16233,20559,15935,22942,22533,31016,24843,27856,28730,32937,34841,32308,34258,39529,44898,6692,6475,3981,3729,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),14,14,4,4,--,--,--,--,--,--,32,32,--,--,--,--,6,6,--,--,--,0,--,--,13,13,73,73,70,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),192,194,93,132,--,96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,30,40,41,16,
应收账款(万元),19125,14824,19597,22051,14463,12513,14260,14828,13562,10339,13170,12567,10473,7591,11025,8250,8301,6005,8453,7025,7192,5721,8369,7385,7889,5479,7558,4888,4107,3369,3141,
预付款项(万元),3153,1409,5083,4045,1485,678,1661,1852,1459,500,680,576,583,330,441,778,662,250,434,320,244,128,2033,1842,1118,951,1244,2228,2162,1872,1176,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),421,471,836,683,950,377,5816,886,388,285,277,266,163,223,353,153,187,109,325,126,161,48,150,309,98,239,137,113,510,303,12,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),32123,30859,28333,28798,27944,26713,22650,19273,16244,12311,12325,14604,13841,13344,12724,12164,10745,9597,8382,8069,8766,8128,8821,8572,9095,8870,8818,8597,6952,5464,4300,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),3186,2822,1698,1452,1370,1276,111,546,493,380,331,280,--,715,--,46,0,79,37,37,37,119,--,--,--,--,--,--,0,0,0,
流动资产合计(万元),77419,76582,65779,62845,57968,67846,56262,51165,42213,36088,35519,36152,41293,42761,40479,44334,42435,47061,42474,43434,45130,47081,54213,50416,52470,55081,62759,22621,20316,15030,12373,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),9576,8883,8980,9044,9058,9114,4890,5229,5364,5366,5693,5658,5601,5546,5244,5163,5053,4934,4761,4684,4618,4510,--,--,--,--,--,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产原值(万元),--,77957,--,53856,--,52598,--,40965,--,38166,--,34577,--,32524,--,21326,--,17814,--,16662,--,11362,--,11113,--,10975,--,10821,9509,0,0,
累计折旧(万元),--,23737,--,22344,--,20765,--,9956,--,8706,--,7502,--,6502,--,5923,--,5279,--,4674,--,4424,--,3973,--,3719,--,3298,2896,0,0,
固定资产净值(万元),--,54220,--,31512,--,31834,--,31009,--,29460,--,27075,--,26021,--,15403,--,12535,--,11988,--,6938,--,7139,--,7257,--,7523,6614,0,0,
固定资产减值准备(万元),--,427,--,427,--,479,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),56361,53793,54790,31084,31297,31354,31062,31009,30659,29460,26728,27075,26717,26021,21067,15403,14242,12535,11729,11988,6802,6938,7065,7139,7143,7257,7405,7523,6614,6105,5902,
在建工程(万元),4873,5392,571,21321,19676,17135,12461,9180,7560,4684,1612,839,244,711,1672,5228,4794,4978,3715,2263,6662,5930,3920,3417,2647,2509,1696,1040,344,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
无形资产(万元),10351,10546,10755,10960,11163,11372,5992,6043,6097,6060,5960,6002,3909,2139,2093,2064,2087,2111,2133,2156,2179,2202,2234,2261,2253,2242,2211,2185,2137,2183,916,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
商誉(万元),2961,2961,2961,2961,2961,2961,8893,8893,8893,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
长期待摊费用(万元),294,228,332,281,294,320,349,379,408,431,23,81,573,8,316,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),1304,1308,239,239,219,219,206,206,162,162,205,203,125,125,138,138,116,116,101,91,91,91,158,158,153,153,72,72,78,50,108,
其他非流动资产(万元),5945,5945,5814,5814,8570,5814,6831,6479,7391,6699,7518,1408,1194,3869,5266,4831,4003,3432,3636,3086,2553,2086,--,--,--,0,--,--,0,0,0,
非流动资产合计(万元),91666,89057,84443,81705,83239,78290,70684,67417,66533,52861,47738,41266,38364,38420,35797,32828,30295,28105,26075,24268,22905,21758,13377,12975,12196,12161,11384,10820,9173,8338,6927,
资产总计(万元),169085,165639,150222,144550,141206,146135,126946,118582,108746,88949,83258,77418,79657,81181,76275,77161,72729,75166,68549,67702,68035,68840,67590,63391,64667,67241,74144,33441,29489,23368,19300,
短期借款(万元),23048,22701,22490,15496,8746,6102,5929,5929,2700,2300,7400,2489,--,--,--,--,--,--,--,--,1293,1294,4700,--,--,921,8434,7186,2440,1197,4953,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,50,50,125,125,--,--,--,--,--,0,21,21,--,--,--,--,0,0,106,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付账款(万元),29420,27797,12591,17195,19054,24715,18763,18182,17621,12716,8465,9566,11098,12471,9818,12427,8214,11023,6947,7642,7602,9070,6576,6287,5763,8444,5859,5886,5148,3721,2386,
预收账款(万元),5496,5087,4925,3607,3904,9181,2429,2757,2095,1524,1187,1128,970,1054,1094,980,840,920,915,732,456,507,495,362,480,324,579,1091,868,512,761,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),3265,3711,4052,4527,4273,5074,4671,3576,2426,2276,1857,1564,1377,2067,1342,1252,864,1776,1109,942,823,1538,856,1242,1226,1185,732,1149,1162,1090,823,
