报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),181393,164284,169594,326606,77488,77346,73912,46901,54707,81450,61298,92745,92632,59784,31752,51029,66520,43471,74164,38552,27742,66590,78739,119628,101963,105273,199506,19181,18376,15144,5484,4909,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),1232,301,--,10125,276,613,1388,1462,1413,199,883,920,464,129,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),159270,125762,121732,128295,154362,119150,94614,75693,59746,60531,60517,69702,71352,72755,77668,72922,74733,50136,27128,30185,43432,57985,78289,80514,74090,84965,81834,49910,29736,12279,7242,5662,
应收账款(万元),38382,30446,36083,37951,41343,43760,31384,23249,21454,13816,20058,22155,23060,10780,19096,18661,17267,15400,17752,17378,16348,10604,15309,14974,16378,13012,11989,13272,15692,10114,6828,5052,
预付款项(万元),9879,19543,10457,13800,10066,7946,7686,9666,4104,9695,4856,11641,8702,3394,5234,17408,12488,10132,3452,4573,5553,1922,1595,17152,9863,8929,4756,4230,3419,5758,2085,1017,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,153,153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1715,2178,1746,2761,2974,2893,2931,2253,2087,864,734,1102,702,615,1866,456,506,410,493,522,533,587,530,635,271,734,688,948,963,760,1187,76,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),79032,84786,76185,72966,51354,75730,45827,54117,57112,35751,48533,46600,55962,67967,68700,79688,67510,54496,42509,39770,25035,25111,23619,17829,40971,46573,31511,23683,28777,17023,13316,5005,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
