报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),260559,297792,235294,206452,300696,281950,248414,145396,90146,72792,34700,15151,32013,36222,20840,25377,18160,16794,22973,22673,18659,19460,18519,14480,13958,15766,14591,17583,12217,12910,18105,10964,13913,12342,11815,15406,21773,13167,9722,11102,13196,18197,16015,18309,21147,30221,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,8012,12,10,--,--,--,--,--,--,--,22,0,68,56,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,--,--,0,58,57,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
应收票据(万元),11846,12754,11530,14147,15291,4373,12051,13995,11493,5029,6342,12581,11063,3945,1380,1303,661,1409,749,761,1020,653,527,2752,490,2740,1292,2953,2822,2433,1922,1921,1951,3219,2215,1103,2042,1427,954,2880,1440,2161,402,1419,1234,362,
应收账款(万元),49872,47892,41178,47925,44841,43404,45374,38780,39937,34464,36543,30975,28537,27961,20319,21279,21536,21912,17819,22548,21897,18849,18006,16308,23102,17236,19853,19251,19264,15983,16194,17384,19147,18752,16001,15991,15798,16165,15533,19693,16633,15504,16832,18704,13726,8941,
预付款项(万元),8636,5648,5580,6442,4810,3870,7100,6785,5016,2917,6139,6255,5244,1645,13064,13369,13942,12578,13228,13175,12735,12775,21975,19057,15603,16240,10514,9691,9685,5382,1273,1624,1208,1155,1037,838,736,745,986,3399,3374,3068,3276,543,199,1855,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,81,--,--,--,--,--,--,--,--,--,0,--,0,--,9,0,100,67,0,--,177,--,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,0,--,--,--,0,--,0,
其他应收款(万元),1461,334,826,1327,4535,7545,1804,1725,1359,2134,2953,2659,2504,2605,2356,2485,2191,1968,1864,2426,1592,1278,899,1716,1915,1633,3045,2660,2797,2546,2935,1751,774,120,560,652,489,546,1250,529,878,734,320,523,631,552,
