报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),45144,37295,49425,32184,19272,11899,26465,8530,162677,14666,18483,7433,10952,18580,23898,21168,24573,28118,4304,--,1986,2604,7221,8776,7935,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,7,7,--,20,--,--,--,--,--,--,--,--,--,
应收账款(万元),161829,142493,98672,107690,96140,84467,56011,64409,37785,26867,8441,8648,9887,7738,4395,5665,5015,3777,2623,3259,3669,2334,1143,639,374,
预付款项(万元),44795,17807,22826,22689,25251,34188,21864,16376,7666,6168,918,877,994,1483,256,9471,8761,10042,5350,6375,6068,4585,2076,193,--,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),239,517,596,641,572,1492,1134,874,232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),17614,12994,13465,13044,13649,8162,8720,8141,7732,12907,8395,11522,8818,4272,304,2842,293,267,487,--,420,263,251,237,125,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),881,593,473,353,294,328,312,194,185,208,131,164,79,152,115,91,114,83,79,--,45,26,27,25,68,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),52526,92162,106709,121940,118600,137168,159234,162988,40364,1393,1145,922,748,438,640,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),323028,303860,292166,298540,273776,277706,273739,261513,256640,62208,37512,29565,31486,32671,29608,39257,38756,42287,12844,11869,12188,9811,10718,9870,8501,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5602,5529,5529,5529,5529,5529,4529,4529,3529,1929,1529,1529,1529,1529,1529,1529,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),18,30,876,932,963,995,1043,1085,1115,126,138,3585,--,--,--,--,1529,1529,1529,--,1529,1529,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),479805,--,445014,--,338398,--,317555,--,256429,--,63273,--,45112,--,44562,--,30420,--,30150,--,21600,18265,--,--,--,
累计折旧(万元),75803,--,59595,--,51837,--,45103,--,38719,--,12356,--,10166,--,8323,--,7036,--,5694,--,4645,3758,--,--,--,
固定资产净值(万元),404002,--,385419,--,286561,--,272452,--,217710,--,50917,--,34946,--,36239,--,23384,--,24456,--,16955,14506,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),404002,381745,385419,288268,286561,270206,272452,244443,217710,218489,50917,34879,34946,35696,36239,22985,23384,23827,24456,16921,16955,14506,11005,8151,2735,
在建工程(万元),64492,84853,74841,64917,52611,53216,42557,45978,51936,39286,28636,4577,3148,2394,1432,7226,5131,4087,2406,--,4086,3072,718,123,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),40258,40246,40503,40703,40961,41216,41016,37021,37224,37451,24568,16229,3775,3746,3774,91,99,99,106,--,57,43,32,19,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),239790,239790,239790,239790,239790,239790,239790,239790,239790,240530,169,169,169,169,169,169,169,169,169,--,169,169,169,169,--,
