报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),577922,698195,598479,413454,421284,303487,348090,353532,599235,501876,530711,233922,17206,35229,30259,38396,34734,26133,41820,35698,23428,22265,26426,39544,31543,38396,64397,59970,36845,71170,45505,69152,54015,75586,77235,82244,78403,103874,94065,95915,99262,84909,73460,56351,41414,43366,55186,101957,98648,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,9,11,0,1,102,1940,1164,1443,1818,2408,3257,3395,2147,1573,996,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),177857,227497,231360,256633,189051,168676,180283,175941,115349,111654,77254,93296,30722,223245,264471,242374,289419,311613,366620,363707,361099,326525,364450,385131,361900,349104,346654,380768,374017,435712,447266,375541,340929,369841,343539,293685,233203,218321,182130,128102,167311,303335,321151,258247,229697,288263,293399,261760,244174,
应收账款(万元),16607,12623,10257,11501,13916,15325,16240,32432,14975,18075,22816,16717,--,11999,10924,6556,4817,8040,7602,13170,7379,22977,8560,11261,5116,13803,9369,19228,2983,16548,30186,31589,10860,17807,8783,15403,8809,25403,14916,22653,9858,16288,22818,29121,15706,14598,13669,16634,5962,
预付款项(万元),17100,38529,26314,61634,25955,60872,45003,70637,15631,19775,24825,18439,--,4711,2766,29526,10827,53327,54212,50800,16528,30039,28264,41515,27972,15401,35539,42137,45818,33036,11805,31982,21847,28934,29480,40025,35969,29388,29564,60697,37432,19931,8955,22922,31627,14606,6376,31928,16176,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,1666,778,1299,--,1807,1020,114,5502,4273,2068,1358,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7413,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应收款(万元),--,--,5771,20126,5365,41288,50676,48775,169325,10399,10255,256230,8,96,206,184,114,98,166,79,96,139,58,45,32,153,72,104,86,276,122,102,119,108,100,97,85,750,917,1274,371,299,267,329,195,1641,1481,1257,1135,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
存货(万元),191328,172067,124288,175952,191787,175198,138964,172343,141795,153519,118153,108128,5857,117802,117937,138182,140178,162246,174840,193224,199506,162491,147296,170715,159587,154979,190286,177284,171704,201867,185089,178568,164412,160418,143367,111201,117409,123960,123434,177559,195516,241471,201032,222739,187970,150838,145046,162459,148388,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,14,16,16,16,16,16,16,16,16,--,0,0,8,--,0,9,9,9,9,9,9,--,--,--,9,
其他流动资产(万元),135648,115846,108922,61391,98549,206618,109663,101555,6440,235575,234061,2251,1026,13,13,46,56,--,--,--,1207,4552,46,--,1136,--,--,--,--,--,--,--,--,--,0,0,0,--,0,1,1,1,--,4,4,--,--,13,5,
流动资产合计(万元),1120348,1271198,1106167,1001990,957883,973271,889939,955330,1068250,1055147,1020143,730340,381284,393095,426576,455263,480146,561457,645260,656677,616654,568989,575101,648225,587300,571851,646332,679505,631469,758624,719988,686950,592199,652703,602513,542666,473887,501697,445128,488150,510924,667686,629509,592132,509880,516708,517304,577582,515493,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),961,961,961,961,961,961,961,961,961,961,961,961,4290,10290,10290,10290,10290,10290,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期应收款(万元),79141,79261,80432,80682,80492,50649,50649,55688,55688,58208,58208,8208,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
长期股权投资(万元),612,1827,892,855,854,784,769,731,1866,1910,1887,1945,725,281,297,306,314,317,10616,10623,10631,10646,10654,10660,10667,10663,10658,10661,10665,10659,10655,10642,10638,10629,10633,10597,10602,6797,6755,6755,6751,6754,7285,7279,7279,10042,11456,11423,11480,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
固定资产原值(万元),1883798,--,1855727,--,1837737,--,1779210,--,1730246,--,1631649,--,2291,--,685045,--,684458,--,676429,--,676284,--,657298,--,656043,--,638946,--,644495,--,637806,--,629769,--,610685,0,606678,--,597888,--,597218,--,616421,--,573473,--,517405,--,514980,
