报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),21686,65038,91768,23040,21985,26155,32145,30111,31082,33003,39656,41558,39774,42562,47417,39443,40116,37283,41818,31205,35326,33207,36733,27664,31812,32788,38886,35728,4296,5950,6814,5120,2446,1461,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,23610,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4042,--,--,0,--,--,--,--,--,--,--,0,0,0,333,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收票据(万元),3,148,167,14,--,94,132,107,120,132,114,48,60,148,146,149,319,116,27,56,65,15,8,8,8,373,359,517,54,50,66,10,0,--,
应收账款(万元),19274,15760,14426,20501,19525,17778,16727,23328,19762,18504,15446,18528,19857,16879,14591,15700,15647,15106,12143,11870,10708,9676,9684,12143,8642,5975,5429,5562,4938,3421,3283,2607,2199,2565,
预付款项(万元),594,864,479,939,875,1212,656,1116,1001,807,470,195,244,295,90,199,185,172,47,2854,3190,3481,3470,4183,4608,2884,1253,1742,2085,1859,1879,715,33,46,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
应收利息(万元),632,451,60,199,39,27,39,68,81,141,68,580,572,661,380,437,288,615,338,323,164,575,380,295,99,536,351,109,--,--,0,0,0,--,
应收股利(万元),--,--,--,918,919,918,918,918,918,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,
其他应收款(万元),1470,1307,1056,882,3956,644,921,1529,2137,1948,1802,1593,1385,589,703,1948,1020,568,511,691,464,491,646,725,635,1252,802,366,296,251,220,1006,1092,833,
