报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),71016,75897,54612,75787,119466,153513,191140,200468,234651,285494,82809,65433,72611,79285,82110,70944,73509,97018,76888,82412,79712,81770,73485,85823,91944,138479,81739,85354,103778,25894,20487,23343,24171,36537,32086,31255,38120,10758,8545,11398,7761,10850,9933,9866,3453,4971,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,1008,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36000,36000,36000,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),67490,74342,26907,19448,18222,23949,12402,13198,18191,22161,8346,17968,22473,20337,21115,3758,4086,4154,4318,3131,3193,2997,1636,2820,2829,1704,2028,1893,6876,14585,9166,6109,7783,7069,2943,1407,2408,2052,700,560,1302,878,960,345,891,255,
应收账款(万元),229443,246063,256397,227323,195751,213525,274175,266602,224088,219953,241127,236952,209451,203701,206694,209523,181482,164762,158283,148092,134724,149051,156870,157106,150927,143836,138994,127980,122366,107260,113685,100797,76774,66467,63224,47733,38842,38539,44087,41933,32115,33468,31824,35014,22882,23219,
预付款项(万元),6533,8937,7073,10267,7542,5305,5905,6521,6146,3403,11126,11445,8149,3105,7474,5845,10462,3607,7429,7550,7595,7173,1872,5742,8133,13894,5251,14534,4012,10863,7400,8193,17655,11116,16095,10254,10692,11349,13635,10911,9939,4825,5909,3225,3143,1427,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),533,55,883,515,368,129,1844,1134,558,--,--,--,--,--,3452,2327,1202,77,1152,916,416,16,2243,1343,443,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应收款(万元),54078,42875,51484,44180,39825,37241,68678,71890,68554,20531,7406,7517,4494,5032,35596,34885,36848,36701,4883,4652,3822,3595,6439,5800,5699,5301,5783,6926,5035,5129,5307,4720,4216,2968,2962,2402,2484,2130,2442,3208,3250,2445,1298,2252,378,1029,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
