报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),158428,99255,137339,180799,209358,170171,223044,246454,227575,80225,70250,60370,39575,64634,53186,46389,67183,60921,31172,38528,42937,32199,48091,45496,56582,56346,66234,60747,83101,116833,130748,34037,37499,30968,32310,26043,33024,32271,21200,34459,41387,23788,31059,27602,31249,29847,35772,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
应收票据(万元),225714,229881,240647,177095,166665,173163,189906,174039,177683,120317,117374,139145,150176,142833,173638,80225,66404,85733,97824,110520,87460,49159,69535,51351,49655,47688,48990,30110,29415,43976,34780,17976,15560,14111,8190,9425,8177,3370,4055,2978,4977,2466,2602,2208,2001,547,1106,
应收账款(万元),303549,311954,275551,289456,255698,254064,219782,252219,223902,149701,166412,180628,138568,129593,140817,171562,160417,154708,133907,132431,137077,133106,124624,145778,139541,101031,97358,100181,88300,73304,68728,99011,71027,59552,44165,33969,28505,26982,22237,22855,20329,18218,15846,15906,14347,13712,11793,
预付款项(万元),45810,53751,41634,44459,46049,40946,37758,35369,16556,12421,10655,15649,19714,18851,12369,18879,14202,15701,14461,23003,14196,14338,12138,20789,17193,24255,17214,18613,15708,12492,7482,15572,16176,8699,7577,15612,12042,16580,13864,12998,10254,6790,5608,10618,5733,9284,8115,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,40,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,0,
应收股利(万元),261,261,266,59,59,62,62,100,100,33,33,0,0,--,--,--,--,--,--,166,166,166,166,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,15,--,497,--,0,--,88,
其他应收款(万元),9642,15844,14888,12153,16104,12516,12632,13246,12556,12038,1533,2086,2632,2361,2191,3458,2721,3879,2026,22059,1898,1210,1816,2703,1748,1285,738,1187,1186,887,620,1126,745,567,640,667,2301,2148,1992,2196,3113,4720,4180,620,552,476,389,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
存货(万元),229248,211947,183118,206485,204905,179941,149215,192653,199328,131879,100606,143203,143758,124710,101797,112706,112508,107776,86052,110526,107736,108530,89683,100094,73598,80495,67857,92184,87559,78304,71209,81434,85948,62630,48579,38230,28659,28355,22962,22962,20587,15457,12825,13560,12981,11343,9103,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
一年内到期的非流动资产(万元),6865,6700,6012,5748,7756,7756,7756,9260,3599,3617,3194,3561,2994,2207,2207,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,
其他流动资产(万元),12946,9771,9203,7615,7818,2141,3285,2795,5673,3530,4608,4444,4547,2940,4131,2763,4370,4003,3783,51,82,219,19,1896,191,233,153,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,
流动资产合计(万元),992462,939364,908658,923869,914412,840761,843481,926136,866972,513760,474665,549087,501964,488128,490335,435982,427805,432720,369224,437283,391551,338927,346072,368108,338507,311333,298543,303020,305268,325795,313567,249156,226955,176528,141460,123947,112707,109706,86311,98448,100663,71440,72617,70513,66864,65209,66366,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
可供出售金融资产(万元),2833,2833,1433,1633,1033,993,993,993,993,693,693,693,693,693,693,693,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,0,0,0,--,--,0,--,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,
长期应收款(万元),1667,1667,2502,2522,5268,4929,4715,2851,11424,11117,10903,9870,14103,14595,14150,12061,8635,7711,6690,71,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,
长期股权投资(万元),10604,10666,6217,4448,4185,3516,3585,3978,2753,2396,2432,2421,2401,2378,2378,2355,2999,2964,2964,2914,2879,2890,2628,5220,5398,5491,5577,5622,5186,5125,5178,5179,2093,2198,2177,2132,2064,2220,2202,2160,2083,5584,5564,6217,4714,2483,2419,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,
投资性房地产(万元),11146,11153,10190,8787,8867,2778,2794,2749,2740,2686,2558,2624,2543,2570,2479,2294,2325,2356,652,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,
固定资产原值(万元),1655140,--,1632188,--,1544169,--,1443910,--,1340675,--,374451,--,352765,--,336307,--,280054,--,281713,--,264251,--,250225,--,163174,--,156718,--,151002,--,133320,--,117787,--,113701,--,82764,--,75790,--,57425,--,54391,--,49524,--,21427,
累计折旧(万元),549293,--,516654,--,500609,--,464566,--,431007,--,136926,--,125662,--,111829,--,98706,--,89555,--,76610,--,66214,--,52408,--,44508,--,40424,--,35093,--,29187,--,23610,--,19220,--,16203,--,13858,--,12277,--,10703,--,9899,
固定资产净值(万元),1105847,--,1115535,--,1043560,--,979345,--,909668,--,237525,--,227103,--,224478,--,181348,--,192158,--,187641,--,184011,--,110766,--,112210,--,110578,--,98228,--,88599,--,90091,--,63544,--,59588,--,43567,--,42114,--,38821,--,11528,
固定资产减值准备(万元),14704,--,15025,--,20480,--,20420,--,5568,--,5182,--,3254,--,3254,--,2228,--,2434,--,1237,--,1399,--,1361,--,1409,--,1409,--,1409,--,599,--,599,--,--,--,0,--,0,--,31,--,0,--,0,
