报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),18534,13186,15310,30534,26300,11489,6100,2792,4161,8481,33513,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,190,--,--,173,6,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),391,517,625,249,59,174,8,115,220,--,50,
应收账款(万元),37239,37586,34921,30612,27775,30705,26834,15647,12568,14563,7517,
预付款项(万元),5564,4230,2579,1919,2270,1304,1333,1241,1364,1709,898,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3228,3148,2834,2983,3073,3122,2570,1752,1928,1871,6527,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),70808,60989,57592,45491,51249,42511,41167,48734,29239,23614,21836,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),295530,281515,255858,267552,217973,125757,115652,93069,112900,88150,23464,
流动资产合计(万元),431295,401170,369719,379529,328700,215062,193837,163357,162380,138387,93807,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4816,4816,2016,2016,2016,2016,2016,2016,2016,2016,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,330,295,268,253,232,258,--,--,2020,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),4809,4885,4961,5038,5114,5191,5344,5650,5956,6262,--,
固定资产原值(万元),--,141202,--,132924,--,130267,99442,82885,76031,--,--,
累计折旧(万元),--,36170,--,32348,--,28946,25707,20147,15392,--,--,
固定资产净值(万元),--,105032,--,100576,--,101322,73735,62738,60639,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),107694,105032,100654,100576,100637,101322,73735,62738,60639,50798,17634,
在建工程(万元),1680,608,1485,1078,1053,1318,31513,19108,8361,11535,24090,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),13842,13988,14109,14230,14387,14578,14813,14694,14404,14665,12433,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),182,182,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),6910,7415,7966,8267,9497,9695,6157,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2739,2238,2090,2242,1590,1517,1977,1849,1424,911,504,
其他非流动资产(万元),5117,5436,4801,3390,3290,3241,1836,7687,3373,991,4812,
非流动资产合计(万元),147788,144600,138412,137131,137852,139130,137623,113999,96172,87177,61493,
资产总计(万元),579083,545770,508132,516660,466553,354192,331460,277356,258551,225564,155300,
短期借款(万元),10999,10936,10647,15597,13483,19336,33160,2019,860,--,6213,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),986,672,169,--,153,116,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1084,1540,4294,9798,15020,9878,2893,--,--,--,--,
应付账款(万元),96215,88509,66192,61017,50931,44040,40141,52563,40903,40824,29757,
预收账款(万元),12572,10970,8807,10001,9885,6528,6191,6157,8527,7049,6865,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),22626,18480,13635,24093,16996,12676,16088,15029,13216,9131,6038,
应交税费(万元),7786,9803,7009,13739,6552,6718,8191,5955,6883,3174,1977,
