报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),81826,73829,88924,143294,153810,186770,89887,90792,90229,91547,103222,119950,50618,70589,212251,70832,57437,66506,83361,78812,105318,164536,140458,100392,92686,161213,117849,137892,160672,194436,153954,120849,103823,165087,200045,191535,90050,131904,85009,134045,156386,147689,262917,136045,108140,135145,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,1261,0,--,1784,--,0,--,--,--,--,--,--,--,--,200,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),3500,2823,3678,7174,5082,5132,4332,7244,9708,11806,16472,15314,8073,20205,11585,4825,4986,9599,13287,5709,10751,16848,16542,13431,18743,22224,12835,13138,19145,15661,16577,14315,11298,15231,10002,6466,5727,13727,31503,33400,26886,36338,23763,5188,198,7324,
应收账款(万元),3156,4623,2970,2949,4366,1901,4801,2288,4403,2745,3456,3131,3808,4391,15800,4060,2063,3020,957,3348,1240,1233,4587,13080,11831,11527,2363,1926,5830,4971,24820,29485,26468,26501,49818,38899,97593,90335,102593,89111,65213,41370,49416,41345,45358,49238,
预付款项(万元),3459,2949,3874,5482,5337,6639,5932,7403,8580,6794,15624,16764,108779,107817,102969,12841,15957,12774,14293,13844,17172,12001,44895,45440,30459,29103,29344,22292,77879,80357,39783,109255,69825,48562,51521,47982,77065,41861,63497,67208,55763,76239,55990,41386,44835,27595,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,285,285,285,--,--,--,--,--,--,--,0,
