报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),10069,12874,15418,4304,1388,1062,5981,1138,1170,1371,
结算备付金(万元),--,--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,0,--,--,--,--,--,--,--,
应收票据(万元),--,--,0,--,20,--,--,--,--,--,
应收账款(万元),11557,7760,6685,7887,8352,8381,7788,6044,3188,2493,
预付款项(万元),3478,3077,1462,915,1563,1607,976,1822,880,929,
应收保费(万元),--,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,0,--,--,--,--,--,--,--,
应收利息(万元),--,--,0,--,--,--,--,--,--,--,
应收股利(万元),--,--,0,--,--,--,--,--,--,--,
其他应收款(万元),1697,1554,1546,1480,1787,1609,1427,1305,2213,2201,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,0,--,--,--,--,--,--,--,
存货(万元),29655,28827,22358,21718,18976,17315,18662,17878,12347,9970,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,0,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,0,220,221,206,97,--,--,--,
流动资产合计(万元),56457,54092,47468,36524,32306,30181,34931,28187,19798,16964,
发放贷款及垫款(万元),--,--,0,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,0,--,--,--,--,--,--,--,
长期应收款(万元),--,--,0,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,0,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,0,--,--,--,--,--,--,--,
固定资产原值(万元),--,4581,--,--,4218,4209,4073,--,--,--,
累计折旧(万元),--,978,--,--,787,728,604,--,--,--,
固定资产净值(万元),--,3603,--,--,3431,3481,3469,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),4055,3603,3459,3484,3431,3481,3469,3508,2438,395,
在建工程(万元),230,651,173,146,102,99,18,--,242,--,
工程物资(万元),--,--,0,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,0,--,--,--,--,--,--,--,
无形资产(万元),66,71,74,22,7,8,8,10,11,2,
