报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),29928,37554,21777,24543,36113,63085,49790,98877,92192,117522,145613,144105,86892,108885,140527,101894,21017,31143,31836,28292,29394,28788,25012,29287,25561,27309,24482,24407,27264,26222,29098,27690,29880,18768,14384,13802,15152,18432,20477,16326,16066,14491,15837,13648,11310,16425,22264,18903,17977,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
交易性金融资产(万元),97421,85650,57648,63460,51071,45259,45191,44141,35673,29793,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,--,0,
应收票据(万元),17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,100,110,120,--,--,--,--,--,100,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,17,28,399,--,17,54,138,
应收账款(万元),14380,14088,13286,13236,14561,14785,15345,16501,13757,11442,12990,13159,11434,14174,11774,14002,6111,5622,4897,4350,3401,1485,1559,1030,979,1839,1784,4112,1648,4602,2429,2283,1727,5099,4611,4137,4777,5579,6702,7592,7298,8300,8736,9524,11322,8914,11893,11257,13811,
预付款项(万元),32865,41178,31208,29918,37415,31167,34046,28790,25577,22376,21927,22733,29122,25913,21493,19069,12729,14632,15554,17338,16442,13474,15742,16561,14115,17632,16720,16200,16151,11317,6754,5191,6092,5083,5611,6293,9782,9976,10051,9990,11260,7709,6493,4768,5082,2507,2414,2122,2382,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
应收股利(万元),--,--,3619,--,--,--,--,--,--,--,--,--,--,--,--,--,29,29,29,26,26,26,2291,--,--,--,2865,--,--,--,--,--,--,--,4058,--,0,--,0,0,3,0,--,--,--,50,50,50,50,
其他应收款(万元),--,3846,3829,4956,5822,4943,5486,4124,6523,6023,8566,7317,11836,11074,10412,7610,7969,5203,5865,5849,5794,6501,6043,5864,6316,5299,6319,6679,5429,4581,5348,5732,5632,5565,6689,8058,6200,4707,5459,5197,4219,5446,5642,5339,4676,1677,648,2115,5707,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,3297,3842,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
存货(万元),13607,23436,20585,19777,11962,21303,15350,9360,6999,13756,11146,6911,9487,9551,5961,5643,5487,6334,4296,4805,5483,5214,3692,4023,4926,4095,3071,4418,3120,3693,4121,4462,3743,4228,4222,5032,3933,4991,5724,6539,7742,8956,10605,7728,8331,7967,8428,11348,14884,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,4465,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
其他流动资产(万元),81788,96879,99105,110535,119324,74649,91933,31119,40859,970,2308,705,1096,1252,595,530,643,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
流动资产合计(万元),277678,302631,251056,266424,276269,255191,257142,232911,221580,201881,202552,194930,149867,170848,190761,148799,54085,63073,62598,60660,60541,55488,54339,56766,51997,56173,55240,55816,53612,50415,47748,45359,47073,38743,39577,37321,39844,43685,48413,45644,46589,44903,47330,41035,41119,40836,49555,50314,54950,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,--,0,0,
