报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),70633,70109,99329,75239,72387,89771,109083,83628,98390,156232,13606,44126,75578,21406,26642,26049,40808,47103,61182,56618,48411,45115,39703,40718,34098,39878,48772,54096,66576,79769,83064,86451,6239,10144,6190,2109,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,2323,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),40382,46972,54603,40894,38870,29068,33693,24121,30146,32741,13050,8339,15417,18028,24785,22970,22103,17242,15978,13094,13648,9977,14513,11472,9331,9656,4030,447,1029,1579,1266,1053,1935,4477,2476,2439,
应收账款(万元),142565,161143,120634,150495,138781,119200,97594,118906,107674,111613,71181,48078,53109,66928,53879,64252,46154,39170,22284,26012,16736,31716,18669,16102,12138,18899,13674,12172,7924,8051,8315,6987,6051,4142,5777,4993,
预付款项(万元),12939,10861,8707,10852,12134,5257,8960,3881,14754,11469,22948,18822,18669,16159,27548,16246,17537,10102,8747,11163,8087,1646,1822,2721,2794,2456,5194,2938,7659,3225,3368,3501,1801,976,1096,321,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),22,295,17,19,8,19,9,9,97,13,7,28,22,40,24,30,4,95,65,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),21443,20110,21641,19895,18125,17461,17291,12441,13287,9378,8124,5351,2812,1092,1089,922,959,928,1228,1160,1092,571,617,459,473,421,374,368,343,178,224,224,159,103,154,104,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),405988,381579,401773,343281,297910,282321,272003,220989,183030,162663,100548,85444,74092,70918,56644,53085,47239,38817,47522,59286,55687,42394,33147,33988,33006,22838,31335,23513,18861,15156,16215,12402,9165,7347,12491,6027,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),22534,17916,22119,19287,14832,22646,18341,16699,7632,6074,4149,13054,11824,10428,6681,3180,2063,3767,3181,5642,1870,1419,3012,2569,3039,2483,3926,3523,2842,1278,605,602,148,195,239,264,
流动资产合计(万元),716506,711307,728823,659962,593048,565743,556974,480672,455010,490184,233611,223240,251522,204999,197291,186732,176866,157224,160187,172975,145530,132838,111483,108029,94880,96631,107304,97058,105234,109236,113056,111220,25497,27385,28422,16258,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),512,512,512,512,512,512,512,512,512,512,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
