报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),120076,88294,36070,22722,23344,61628,21401,23288,26167,38956,40524,18098,28066,40837,38301,44879,40859,43317,37122,42993,45423,51371,48918,15474,14740,14935,13073,8658,8404,960,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90,0,12,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),816,1192,558,334,1216,651,956,1034,838,1690,709,258,796,1558,325,168,645,591,100,10,15,102,55,20,--,--,--,--,--,--,
应收账款(万元),126230,102916,122308,111292,99643,81204,102283,98928,91515,83562,79484,44675,37734,37690,43648,23467,21758,18435,19913,13587,11994,12748,10890,8981,7685,6633,6321,5044,3423,4534,
预付款项(万元),7937,1889,2037,1863,2000,1313,1383,1014,3521,3469,1768,1580,2456,1975,1400,1286,1826,1437,2062,1055,2076,76,1142,40,56,51,23,39,318,235,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,56,42,39,35,44,73,109,101,144,11,595,183,378,190,92,57,90,56,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
其他应收款(万元),20361,5568,14032,11025,11018,12015,6227,5454,9202,13601,6152,5632,2313,2639,3130,2982,2735,2767,1737,897,1097,872,880,1170,878,634,505,406,568,617,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
存货(万元),--,--,1302,1257,3125,5139,4852,5524,6412,6399,11254,10539,8061,8663,5592,3656,3904,4083,3765,1769,2043,2116,0,0,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
其他流动资产(万元),11228,471,634,685,399,207,259,343,193,175,76,49,51,55,18,12,418,418,15,--,--,118,0,0,--,--,--,--,--,--,
流动资产合计(万元),286648,200330,176943,149178,140745,162157,137361,135584,137848,147908,140010,80871,79511,93460,92487,76559,72247,71192,64724,60905,62830,67870,62074,25790,23416,22342,19979,14148,12713,6346,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
可供出售金融资产(万元),1294,1294,1365,1065,414,414,414,200,200,200,200,200,2250,2250,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
长期股权投资(万元),1379,1440,1540,3006,5160,5126,5671,5594,4746,4000,--,--,--,--,2355,105,105,105,105,--,--,--,0,0,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
固定资产原值(万元),--,68915,--,66094,--,68285,--,75222,--,74963,--,15337,--,14826,--,16368,--,15813,--,14084,--,13919,--,13322,--,12989,12885,12434,--,--,
累计折旧(万元),--,8052,--,7138,--,6505,--,5806,--,4630,--,3933,--,3474,--,3213,--,2739,--,2083,--,1729,--,1389,--,1078,933,549,--,--,
固定资产净值(万元),--,60863,--,58957,--,61779,--,69416,--,70333,--,11404,--,11352,--,13156,--,13073,--,12001,--,12190,--,11933,--,11911,11951,11885,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
固定资产(万元),60512,60863,60928,58957,62068,61779,68906,69416,69865,70333,11553,11404,11293,11352,13164,13156,13339,13073,12829,12001,12102,12190,11963,11933,11850,11911,11951,11885,631,394,
在建工程(万元),2350,1455,205,1518,1172,195,334,16,10,23,52931,51102,45063,44414,42451,41105,27806,17617,15922,1186,936,633,595,403,14,--,--,--,7293,636,
