报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),23368,26074,116141,19388,31740,41447,22568,23563,9333,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),976,85,669,245,1,145,--,--,--,
应收票据(万元),--,--,--,--,62,--,--,--,--,
应收账款(万元),1272,569,710,694,142,320,144,207,256,
预付款项(万元),26793,26140,25775,15987,14074,11747,7612,7044,8594,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),645,340,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),3812,5123,6976,3655,2632,2959,6976,2870,2419,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),42198,52115,22386,23406,15387,10527,13782,20441,12494,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),75599,58425,--,1734,1171,--,661,--,31,
流动资产合计(万元),174663,168871,172657,65108,65208,67145,51743,54125,33127,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,654,
固定资产原值(万元),--,65725,--,20283,--,19633,18695,--,14548,
累计折旧(万元),--,9382,--,8479,--,7611,6567,--,4990,
固定资产净值(万元),--,56343,--,11804,--,12022,12128,--,9557,
固定资产减值准备(万元),--,288,--,288,--,319,319,--,--,
固定资产(万元),56876,56055,30162,11516,11438,11703,11809,10068,9557,
在建工程(万元),2678,2977,17075,32612,15627,1252,62,1154,3,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,1,13,13,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),9770,9825,9881,9937,10049,10164,2197,1685,1333,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),143,520,886,907,774,741,841,600,514,
其他非流动资产(万元),115,325,--,53,1468,2004,--,--,--,
非流动资产合计(万元),69582,69702,58004,55025,39357,25863,14910,13520,12074,
资产总计(万元),244245,238573,230661,120133,104565,93008,66653,67645,45201,
短期借款(万元),--,--,--,--,--,--,--,5121,2560,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,155,--,85,122,1,209,26,47,
应付票据(万元),--,--,--,--,--,--,--,--,--,
应付账款(万元),3983,14055,7089,4207,2451,3241,1938,8795,7978,
预收账款(万元),33713,23476,27421,33016,24663,23206,22279,27996,17850,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),277,577,307,1145,629,1024,804,506,342,
应交税费(万元),1922,1830,-33,1167,5371,4710,4467,2177,248,
应付利息(万元),--,--,--,--,--,26,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,37,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),2887,2847,4821,4902,3956,3756,3125,2725,3010,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
