报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),20134,64029,66015,4191,5160,3067,3020,4556,2354,1874,2401,2175,7333,3342,2774,2333,2223,5885,5872,1590,10931,10160,12534,12743,7296,7782,2695,3832,4036,3558,2826,14205,4309,2768,3477,4892,3573,3007,3053,4806,5917,3161,1116,12284,23486,1055,1384,806,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),253,309,493,493,508,1717,1832,2337,2401,5638,4606,3378,3216,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),826,1086,883,383,348,465,697,1248,780,1120,1594,871,1519,1743,1999,1512,1266,1153,520,922,1283,931,500,849,651,567,599,912,86,219,560,911,681,508,75,124,453,260,222,410,324,329,303,284,83,175,151,0,
应收账款(万元),17053,16838,14004,14495,16039,18482,14996,14543,18286,17876,17009,17355,18105,17453,17529,17661,16313,11925,8603,9303,6946,7111,6490,7013,6062,5355,4117,3662,3507,2783,524,994,1329,1614,1065,1565,1178,979,1168,993,1303,1279,737,1304,5494,6253,6441,6472,
预付款项(万元),5356,4834,5105,6417,6820,5299,8665,5581,4854,10579,3874,4078,3068,2888,3046,2827,3305,2867,4976,3382,3326,3094,2627,2180,6885,4130,988,1023,647,486,488,769,515,530,739,757,520,981,728,11237,742,711,499,663,7477,9670,15578,15585,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
