报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
货币资金(万元),21146,12965,40157,11701,12424,11881,8119,8638,7948,2172,6814,1280,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3079,1722,1101,2411,2329,2715,1692,820,1167,1026,988,543,
应收账款(万元),21283,20864,16423,14578,11056,13555,11741,10153,10770,6372,6063,3358,
预付款项(万元),6947,5170,4382,1969,966,436,1050,255,89,183,56,61,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),223,184,146,123,34,124,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),667,539,471,324,212,552,421,387,318,520,269,194,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),24660,19008,14154,12875,8588,6633,6708,4403,3890,4554,2875,2487,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),16977,24765,319,3200,6507,93,1810,2803,3503,3799,2,3,
流动资产合计(万元),94982,85216,77153,47179,42115,35989,31541,27460,27685,18627,17066,7926,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,2659,--,2344,1896,1763,--,--,1394,1134,1025,590,
累计折旧(万元),--,1102,--,921,763,619,--,--,369,279,197,83,
固定资产净值(万元),--,1557,--,1423,1133,1144,--,--,1025,855,828,506,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1629,1557,1433,1423,1133,1144,1115,990,1025,855,828,506,
在建工程(万元),10650,8188,7152,5627,3869,2616,96,90,90,--,--,--,
工程物资(万元),--,2,7,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2599,2596,2613,2630,2646,2602,2620,2634,2171,25,24,14,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),250,261,271,282,303,324,345,356,366,5,6,7,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),327,310,284,284,217,181,79,68,54,37,19,6,
其他非流动资产(万元),--,933,--,--,--,--,--,--,--,--,--,111,
非流动资产合计(万元),15455,13847,11761,10245,8168,6867,4255,4137,3706,922,877,645,
资产总计(万元),110437,99063,88914,57425,50284,42857,35796,31597,31391,19549,17943,8571,
短期借款(万元),1565,--,--,1500,1712,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),3616,1347,509,509,--,1777,114,519,620,107,492,--,
应付账款(万元),10422,12418,8852,9815,6231,6158,5820,3297,3136,3409,2268,2230,
预收账款(万元),12307,9740,9094,7589,6529,2139,2589,1507,1239,1397,545,643,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1269,1030,824,1050,732,666,646,557,517,443,404,286,
应交税费(万元),1047,695,1411,1752,1629,1735,1014,527,1145,491,819,503,
应付利息(万元),--,--,--,--,2,--,--,--,--,--,--,--,
应付股利(万元),--,1449,--,--,--,--,--,--,--,--,1000,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),468,405,417,228,209,191,36,40,105,146,109,567,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
