报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),56159,29819,29363,67224,25581,27790,21719,20888,38582,75735,15404,15149,20390,14551,11603,9960,9028,5489,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收票据(万元),5133,6842,4188,4369,4231,5163,3279,3902,3434,2987,4099,4646,3671,2536,3163,1409,807,452,
应收账款(万元),22438,18184,22169,21901,22194,15067,17909,15420,13795,10755,13341,8361,6528,7565,5629,4959,5012,5214,
预付款项(万元),5813,7786,3578,2769,4483,2324,1590,1202,3897,385,1398,1347,1757,611,4621,9915,2848,2255,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收股利(万元),--,--,--,2,--,--,--,--,--,--,--,--,--,64,10,0,22,0,
其他应收款(万元),2217,1504,1991,1869,1817,1438,1372,1157,206,182,243,157,403,354,390,613,510,1665,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
