报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),44865,37955,43645,33786,27328,30506,18711,20255,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),8,8,8,7,7,7,7,10,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,489,--,200,--,--,
应收账款(万元),162428,143458,126376,128444,108165,104033,83206,49943,
预付款项(万元),1379,1206,491,769,1027,559,1643,473,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),12283,11652,27528,38923,28286,40361,45052,44762,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),12432,10993,6425,9059,11162,6837,4293,2671,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),33142,1084,515,742,--,892,--,--,
流动资产合计(万元),266539,206357,204986,212218,184838,183394,152912,118115,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),4920,4863,4798,5801,5801,1052,1051,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),968,1028,1085,1336,285,329,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),929,949,990,206,229,252,--,--,
固定资产原值(万元),--,43845,42931,41326,--,48416,--,--,
累计折旧(万元),--,14656,13362,10806,--,8980,--,--,
固定资产净值(万元),--,29188,29569,30521,--,39436,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),29257,29188,29569,30521,31348,39436,41913,3536,
在建工程(万元),5334,4530,3933,3362,1555,564,--,17785,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),2555,2625,2520,2327,2384,3783,3730,3734,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),148,141,166,102,63,85,117,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),6918,6275,5681,3836,2785,2557,1577,1102,
其他非流动资产(万元),--,--,--,--,--,--,--,--,
非流动资产合计(万元),51029,49600,48743,47491,44451,48059,48389,26158,
资产总计(万元),317567,255957,253729,259710,229289,231453,201301,144272,
短期借款(万元),--,45420,46587,55413,45000,32000,24000,21000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,
应付账款(万元),51877,46577,49741,52203,31015,38280,31307,14596,
预收账款(万元),15409,13644,7202,7290,7156,7441,8041,7011,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),50643,46038,56456,50078,44879,48882,44288,36152,
应交税费(万元),6301,5766,5548,6732,4059,10369,6945,2305,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,2793,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),3997,4170,5349,18796,16483,14246,15092,17634,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,19000,14000,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),128227,161616,170882,190513,170387,165218,129673,98698,
长期借款(万元),--,--,--,--,--,6000,25000,15000,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),1521,1581,1700,500,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),1521,1581,1700,500,0,6000,25000,15000,
负债合计(万元),129749,163197,172582,191013,170387,171218,154673,113698,
实收资本(或股本)(万元),12415,9311,9311,9311,9311,9311,9311,9311,
资本公积(万元),81256,117,117,117,--,--,--,--,
