报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),130262,140668,103171,82652,78420,75550,80787,76552,57521,45806,57206,68614,49213,55578,--,45501,45398,35505,32218,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),26458,35966,30648,24202,17302,19343,16572,19660,21537,11462,14505,10837,1311,2390,--,22040,29870,23802,5735,
应收账款(万元),70707,67044,70255,91274,73851,72183,70865,72868,72952,76297,73896,71812,62224,52346,--,46347,26378,15746,12073,
预付款项(万元),24499,18746,20187,16282,16579,16076,14097,17066,26601,33121,32191,24917,39965,32771,--,12176,21763,15678,9821,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),612,417,1281,510,763,449,569,541,589,830,961,946,923,1118,--,932,897,300,523,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),24241,26831,26775,26432,47594,45377,82580,74010,64817,56578,64171,48880,42618,41741,--,32014,24158,14416,9035,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1910,2578,1567,9,1485,1349,16300,16484,48084,72491,64982,72503,97207,626,--,--,--,--,--,
流动资产合计(万元),278690,292250,253883,241361,235994,230328,281769,277181,292101,296585,307911,298510,293461,186571,174976,159009,148464,105447,69405,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),14364,14364,49762,48656,47197,47197,47197,41049,41049,34763,10655,6396,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,84860,--,84905,--,84822,--,83601,--,81608,--,81875,--,65119,--,46864,46687,--,--,
累计折旧(万元),--,20566,--,18675,--,16436,--,14075,--,11926,--,10142,--,8573,--,7315,6007,--,--,
固定资产净值(万元),--,64294,--,66230,--,68386,--,69526,--,69682,--,71733,--,56546,--,39549,40681,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),63339,64294,65357,66230,67243,68386,68563,69526,68606,69682,71232,71733,55756,56546,--,39549,40681,42223,38662,
在建工程(万元),--,--,16,4,--,--,--,--,--,--,--,--,9431,4223,--,11927,9486,2258,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),274,274,274,274,274,274,274,274,274,274,274,274,274,274,--,274,274,274,274,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),8383,8512,8325,8460,8603,8726,8854,9016,9142,9300,9226,9381,9555,9730,--,9768,9998,10170,8561,
