报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),31284,35622,57636,42255,59870,59508,77442,24344,24630,26045,31942,33042,46868,41386,26881,--,27004,27925,21559,18817,
结算备付金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2000,2860,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),85086,67494,58326,54013,50903,49831,36509,49802,39933,42354,34528,35120,35744,26995,18027,--,11229,9187,7924,6484,
预付款项(万元),3738,1543,829,981,1249,857,939,928,1381,1723,724,1383,799,992,954,--,1074,760,283,29,
应收保费(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1974,1043,388,360,274,129,167,73,312,921,446,760,444,296,204,--,94,166,125,151,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),103204,110138,105400,110730,98399,65715,54456,53700,46708,38341,35437,39422,39438,46815,33620,--,29514,25539,19945,17148,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),14457,14316,9048,14780,12312,13860,13309,10766,11701,8893,8544,1063,1292,2718,839,--,599,--,--,--,
流动资产合计(万元),241742,233015,231627,223118,223008,189899,182822,139612,124666,118278,111621,110789,124585,119203,80525,83358,69515,63577,49836,42629,
发放贷款及垫款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),595,1408,595,3500,3459,3459,2501,120,120,120,120,120,120,120,120,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4948,3233,3247,75,0,--,--,2451,351,38,47,75,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),7180,--,7164,--,7198,--,6829,--,5504,--,5237,--,4061,--,4008,--,3951,3912,3706,3541,
