报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),24740,51465,19994,16445,16992,48205,27702,33499,52057,59971,32032,49724,77279,22675,10508,9206,15740,36284,24077,38550,42292,45809,35088,35810,37042,41238,33380,36379,36958,40593,37015,4741,7468,5854,3196,1174,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),453,464,1053,248,623,1034,485,90,194,343,437,371,457,525,116,220,603,650,48,83,93,21,48,50,133,378,74,74,106,123,17,11,85,20,--,0,
应收账款(万元),125287,118404,121389,113351,101598,95502,95208,84341,80439,71838,75963,66016,60028,55516,54521,47003,38436,37474,39221,25772,18777,18076,18947,15356,11864,10473,14630,8909,8015,6119,8137,6292,2736,2547,2617,2519,
预付款项(万元),4237,3571,4664,3719,3264,2247,3969,3994,1980,1374,2272,2441,1629,929,1001,737,1002,765,423,150,191,222,454,215,350,315,692,113,353,282,1643,1221,263,146,423,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,52,17,224,140,205,--,--,--,0,10,128,130,139,328,213,142,72,242,138,179,53,558,417,237,--,--,--,--,--,0,
