报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),27435,16600,22616,28775,11768,11862,13090,10254,10694,10033,11876,11806,7944,7187,5091,4678,5059,4487,4668,4737,5738,5222,8091,9879,9210,11071,15288,21819,28780,30278,34121,1034,819,1771,1487,749,554,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收票据(万元),2229,3708,3790,4525,6565,6298,5255,5800,5988,5009,4937,6413,5616,5285,4145,4354,4229,4184,3886,3500,1893,2334,1792,2261,2055,2659,3412,3493,2559,2202,1167,1029,710,914,627,143,60,
应收账款(万元),12262,13403,12816,8650,10210,9707,9108,7530,8120,6103,6393,5962,6433,6792,5691,5849,6251,5752,5248,5263,5351,4892,4745,4155,3692,3668,3121,2716,1951,2040,1698,1367,1478,1363,1328,1432,549,
预付款项(万元),3315,5455,3314,617,777,448,546,258,398,314,176,160,375,388,364,167,381,296,2148,1782,2444,2496,2753,2333,3222,2983,5291,1971,1836,1270,1623,850,604,253,157,212,127,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,
应收利息(万元),--,335,311,272,237,207,180,154,122,84,49,27,217,200,182,164,102,88,105,94,66,49,114,136,202,149,171,182,150,159,58,0,0,0,0,0,0,
应收股利(万元),--,1748,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,
其他应收款(万元),1855,321,247,241,550,239,201,184,457,56,146,67,186,214,183,168,189,61,86,71,99,110,136,95,139,135,133,78,86,78,68,38,45,38,53,66,1112,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,
存货(万元),7326,6660,6938,7216,7008,7386,7526,7472,7543,7389,8121,8708,9198,8642,6876,7751,6632,7583,7928,8288,7743,8016,7034,7519,6937,5622,4503,4014,3153,2617,2023,1904,1446,989,1011,397,572,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,30,1,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他流动资产(万元),874,940,776,689,207,123,195,92,56,75,102,159,96,81,184,253,267,473,62,28,30,47,19,34,35,36,55,10,--,--,--,0,1,2,4,0,7,
流动资产合计(万元),55296,49170,50809,50985,37323,36269,36099,31744,33378,29063,31798,33301,30066,28820,22718,23386,23110,22924,24130,23763,23365,23168,24684,26412,25492,26323,31975,34284,38515,38645,40757,6223,5103,5331,4667,2998,2981,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
可供出售金融资产(万元),200,100,60,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
长期股权投资(万元),12424,11538,12536,12010,11419,12157,11498,12779,12096,11185,10324,11401,11039,10528,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
