报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),13693,4886,7076,9279,4152,1924,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),781,551,521,147,65,310,
应收账款(万元),22553,19632,19030,20141,12475,9226,
预付款项(万元),4,39,14,5,28,30,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),3295,3279,3280,3903,147,2088,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),4234,2761,3005,4266,3365,2953,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),24000,990,--,--,--,--,
流动资产合计(万元),68560,32139,32926,37740,20231,16531,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),1300,1300,1300,2300,3100,3100,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,492,436,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),59,64,61,68,2222,2551,
固定资产原值(万元),--,15351,14896,--,--,--,
累计折旧(万元),--,5188,4797,--,--,--,
固定资产净值(万元),--,10163,10099,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),10168,10163,10099,3945,2699,2220,
在建工程(万元),862,691,268,6123,6206,3614,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3355,3374,3410,471,1356,1390,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),166,166,160,171,110,113,
其他非流动资产(万元),--,--,--,--,--,--,
非流动资产合计(万元),15910,15757,15298,13078,16185,13425,
资产总计(万元),84469,47896,48224,50818,36416,29956,
短期借款(万元),500,5200,7650,4700,4050,3800,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),3235,1132,1485,3851,3657,600,
应付账款(万元),3343,2451,1273,1307,1999,1945,
预收账款(万元),--,--,--,45,47,21,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),337,258,364,349,441,212,
应交税费(万元),290,1211,959,4916,1981,1430,
应付利息(万元),1,9,10,11,14,50,
应付股利(万元),--,--,--,4041,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),29,48,31,52,163,195,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,2000,1000,1000,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),7735,10309,11773,21272,13352,9253,
长期借款(万元),--,--,--,--,2000,3000,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),311,321,343,350,350,280,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),311,321,343,350,2350,3280,
负债合计(万元),8046,10631,12116,21622,15702,12533,
实收资本(或股本)(万元),12600,9450,9450,9450,6200,6200,
资本公积(万元),50090,16098,16098,16098,787,787,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1125,1125,1125,384,2119,1625,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),12608,10593,9436,3264,11608,8811,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),76423,37266,36109,29196,20714,17423,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),76423,37266,36109,29196,20714,17423,
负债和所有者权益(或股东权益)总计(万元),84469,47896,48224,50818,36416,29956,		
  
