报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),39975,37248,29832,33557,39411,92883,33222,28181,23463,32013,30633,71403,44516,30251,46023,57615,82817,104637,110415,110612,166392,92819,132058,77695,122085,56512,89597,110717,112754,57718,86960,66497,57701,34486,47021,50396,47533,34581,28228,29701,26225,20365,32802,23976,20315,20583,24526,18702,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
交易性金融资产(万元),1359,1352,1425,4471,2373,3649,3930,3567,3281,3164,3306,1174,1946,5960,611,11,1939,12741,1690,1581,1540,1534,1673,1493,1345,1481,1561,1589,1648,1956,1985,1912,2243,1859,2040,2044,1788,1333,1518,860,1096,1463,0,0,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应收票据(万元),--,40,140,436,431,170,132,--,--,138,407,316,110,--,--,102,7,150,350,261,--,--,--,--,--,--,--,--,100,--,--,--,--,0,--,0,--,0,--,100,--,--,0,0,0,--,0,0,
应收账款(万元),846,703,827,729,1029,1112,782,772,885,648,780,757,933,777,611,274,1123,811,881,920,1226,1408,11331,8206,10606,10243,10701,10241,10465,12712,12592,11086,10304,8729,8495,5865,6777,7883,7928,5290,6829,7393,6976,5354,8472,9185,9259,7191,
预付款项(万元),7138,5271,4376,6012,2887,3993,6284,19173,26457,27674,26282,31651,24263,29705,23916,30505,18602,16359,16730,17637,22489,21927,38938,39467,61003,59313,31920,17514,28657,22924,13961,22545,20149,20888,9877,8915,29342,7329,11062,4610,8652,5374,4042,4632,4980,3515,3345,3193,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,82,43,135,--,58,--,--,--,--,--,--,--,0,--,0,--,39,--,1102,--,--,0,0,0,--,0,0,
其他应收款(万元),16640,16656,14982,16999,27311,29250,33094,28042,7801,9238,10191,8963,7155,8213,9473,13671,19255,21151,21344,21215,20882,23804,20468,18451,9801,8221,6433,8587,16142,16260,19774,4900,6607,5983,5728,5145,9761,8682,9407,8517,11245,12497,11115,13043,18065,15658,17269,16082,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
存货(万元),50710,48856,50765,50726,52992,49569,51668,52627,121189,123765,124239,124742,120051,125078,131072,134775,167796,169931,215802,224836,244179,223766,297538,297132,293290,285143,255172,246911,204433,140832,75460,47118,55114,41007,48878,44669,25784,21386,17045,17812,18081,17250,14746,15454,20023,17531,17288,19191,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
一年内到期的非流动资产(万元),--,--,44,--,30,10308,12614,16691,85,201,439,699,103,267,480,836,236,222,533,746,55,153,229,337,101,117,134,133,15,47,85,123,16,38,76,92,--,0,--,--,--,--,0,0,0,--,0,0,
其他流动资产(万元),16136,16137,17914,14166,24596,19230,15977,33449,44448,26232,17709,40651,78211,79750,104866,107647,22500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,-1,0,
流动资产合计(万元),132803,126263,120306,127095,151060,210164,157703,182503,227609,223072,213984,280357,277286,280001,317053,345435,314275,326002,367746,377807,456763,365493,502279,442916,498232,421088,395519,395691,374213,252449,210817,154183,152134,112989,122115,117127,120986,81233,75188,67993,72127,64342,69680,62458,71856,66471,71686,64360,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
可供出售金融资产(万元),4205,4205,4205,4205,4205,4205,4205,3795,3795,3795,3385,3385,3792,3385,14951,16246,13801,9547,8232,7417,8371,5612,6846,7230,6439,6683,6485,6252,8930,10688,12574,11131,13739,12446,16626,9664,6194,6648,5309,3229,3074,3508,5820,6068,7210,8228,3169,3169,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,4,4,4,4,4,4,4,4,
长期应收款(万元),176,172,175,171,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,0,0,
长期股权投资(万元),35927,37370,37141,36742,34735,35934,35477,35120,33263,32983,32679,32253,33654,33621,33137,32459,4246,4145,4145,4145,4145,4145,4957,4957,4921,4921,4921,4921,5302,5302,5325,5325,5836,5836,5836,5836,7141,7135,6735,6735,8133,7761,6926,6831,10555,10555,11301,10713,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,--,0,
投资性房地产(万元),15107,15315,15523,15729,15936,16142,16349,16555,16761,16967,17174,17380,17586,17792,17999,18205,18411,18617,18824,19030,19236,19442,19649,19855,20061,20267,20474,20680,20886,21093,21299,21505,21711,21910,22067,22322,27731,28009,28288,28567,25559,25815,26063,26318,26574,26829,27100,27341,
固定资产原值(万元),--,292291,--,292286,--,293228,--,292673,--,286818,--,286875,--,285555,--,286058,--,274410,--,274281,--,185596,--,227818,--,211648,--,164746,--,159929,--,137974,--,122214,--,119663,--,117091,--,116998,--,109523,--,108440,--,114175,--,113821,
累计折旧(万元),--,102143,--,97244,--,92917,--,87699,--,82446,--,76742,--,71722,--,66225,--,63267,--,57640,--,52458,--,81631,--,76195,--,71485,--,67467,--,63045,--,61714,--,58175,--,56608,--,54348,--,51447,--,48607,--,54775,--,52062,
固定资产净值(万元),--,190148,--,195042,--,200311,--,204974,--,204372,--,210133,--,213833,--,219833,--,211143,--,216641,--,133138,--,146187,--,135453,--,93261,--,92463,--,74929,--,60501,--,61488,--,60483,--,62650,--,58075,--,59833,--,59399,--,61759,
固定资产减值准备(万元),--,1021,--,1029,--,533,--,550,--,325,--,327,--,327,--,327,--,354,--,354,--,354,--,354,--,354,--,354,--,361,--,361,--,361,--,361,--,415,--,454,--,454,--,454,--,454,--,454,
固定资产(万元),186449,189127,191506,194013,197094,199778,201657,204424,207110,204047,206388,209806,213371,213506,216804,219506,207843,210789,213515,216287,142678,132784,144198,145833,143810,135100,100319,92908,90622,92102,91240,74568,66199,60140,59459,61127,58935,60068,61143,62195,56615,57621,58111,59379,59013,58945,60008,61305,
在建工程(万元),5674,5675,5664,5972,5657,5675,6484,6484,2598,5233,5542,5413,3374,11193,11311,10299,61435,52690,32188,28956,68764,72076,68715,64943,58715,53021,80131,75325,32289,29730,3369,1810,10163,4041,5000,4384,4616,4144,3038,2774,2870,2471,1824,1295,472,1743,1018,1016,
