报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-09-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),94508,39917,43355,30022,35322,32976,--,34957,60185,43702,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,97,--,--,--,--,--,--,
应收账款(万元),637,747,1094,326,277,96,--,40,164,203,
预付款项(万元),1894,1861,1069,1463,2325,3012,--,6574,11943,12834,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2490,2390,2693,2660,2616,3481,--,4892,6487,19157,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),8595,7487,8368,9971,9934,10034,--,10573,10247,9893,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),109,223,104,163,247,430,--,--,--,--,
流动资产合计(万元),108233,52625,56683,44703,50720,50029,--,57035,89026,85789,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),42639,40477,36770,26131,3080,3080,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,3080,3080,2603,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),10967,11071,11313,9090,9148,9357,--,4336,4144,1852,
固定资产原值(万元),--,143527,142980,--,--,--,--,126224,--,--,
累计折旧(万元),--,41268,38426,--,--,--,--,25452,--,--,
固定资产净值(万元),--,102259,104553,--,--,--,--,100772,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),100796,102259,104553,90178,90800,93748,--,100772,105738,103020,
在建工程(万元),10210,10124,10280,23345,22240,21289,--,18113,10748,23147,
工程物资(万元),153,153,193,212,231,229,--,153,2,63,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),527,547,509,573,550,602,--,1734,1372,2508,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),7497,8497,10861,15806,16754,21576,--,25748,20161,7848,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),77,82,70,75,85,250,--,203,112,385,
其他非流动资产(万元),--,528,453,405,390,345,--,300,--,477,
非流动资产合计(万元),172866,173737,175003,165816,143278,150475,--,154439,145357,141902,
资产总计(万元),281099,226362,231686,210519,193998,200504,207973,211475,234383,227691,
短期借款(万元),25000,25000,29000,23000,28000,26000,--,20000,40000,20000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,200,--,--,883,3563,
应付账款(万元),43596,42051,48932,42061,44541,42198,--,44753,42288,42921,
预收账款(万元),4188,4164,7056,10528,12367,22455,--,44836,56144,48445,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),62,61,879,953,71,916,--,1002,873,841,
应交税费(万元),3203,1274,3361,4772,4906,6054,--,7100,8788,7537,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,10691,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),7905,7143,6787,5558,6324,7084,--,6209,8287,9902,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,5000,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),83954,79691,96017,86872,96210,104906,--,123900,162263,143900,
长期借款(万元),--,--,--,--,--,--,--,--,--,5000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),223,223,167,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),18489,18042,17304,15021,9351,9635,--,10014,10393,11001,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),18712,18266,17471,15021,9351,9635,--,10014,10393,16001,
负债合计(万元),102666,97957,113488,101893,105561,114541,124776,133914,172656,159901,
实收资本(或股本)(万元),66600,50600,50600,50600,50600,50600,--,50600,50600,50600,
资本公积(万元),32609,2069,2069,2069,2069,2069,--,2069,2070,2070,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8712,8712,8712,8233,7289,7289,--,6241,4401,2138,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),40843,38977,31550,30435,28479,26004,--,18652,4484,12785,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,
