报告日期,2017-09-30,2017-06-30,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),9504,8845,8521,4523,5466,5592,3091,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),8040,8713,9158,7551,6448,7939,4076,
应收账款(万元),16358,15054,16586,16812,12889,11946,9751,
预付款项(万元),815,929,506,935,1495,1610,797,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),642,576,517,1040,740,3132,1839,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),4409,3775,4259,3480,4027,3660,2771,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),283,147,118,7,18,124,18,
流动资产合计(万元),40050,38040,39666,34348,31083,34004,22344,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),1176,1189,1226,553,562,600,--,
固定资产原值(万元),--,21478,21223,--,21681,20299,--,
累计折旧(万元),--,7774,7156,--,5970,4723,--,
固定资产净值(万元),--,13704,14068,--,15711,15576,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),13501,13704,14068,15442,15711,15576,6554,
在建工程(万元),7980,6316,2266,196,126,138,9042,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),7792,7986,7590,6343,5706,2767,3018,
开发支出(万元),--,--,202,478,533,190,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),37,47,57,85,94,132,170,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),200,160,157,113,113,333,407,
其他非流动资产(万元),--,--,--,--,--,--,--,
非流动资产合计(万元),30686,29402,25566,23210,22846,19736,19191,
资产总计(万元),70736,67442,65232,57558,53929,53739,41535,
短期借款(万元),1700,2200,4500,7600,4300,9390,7960,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,2000,--,--,
应付账款(万元),3889,5197,6169,6073,5491,4349,3546,
预收账款(万元),254,504,666,50,306,726,708,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),461,470,495,53,62,109,181,
应交税费(万元),1721,1278,983,602,829,1938,1159,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),7293,7040,6277,4391,4370,7250,3886,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),15319,16688,19091,18769,17359,23762,17439,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),0,0,0,0,0,0,0,
负债合计(万元),15319,16688,19091,18769,17359,23762,17439,
实收资本(或股本)(万元),36000,36000,36000,36000,30000,8000,8000,
资本公积(万元),37,37,37,37,2037,--,--,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),1743,1743,1743,778,778,1861,1273,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),17637,12973,8361,1974,3756,19347,14059,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
