报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),69950,60783,62922,75353,71499,62332,44230,58024,55918,40020,39276,48065,46677,39092,25527,26105,16754,17648,17750,18556,7916,35120,30870,44449,60911,70390,83408,103684,8134,8260,9103,5723,6276,4935,8332,5492,3509,7591,7365,4358,2484,7227,6128,7452,5222,5699,5017,4180,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,7,7,7,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收票据(万元),1111,1422,630,160,--,--,1,239,113,--,--,--,2186,1285,425,--,386,--,245,--,493,--,152,--,--,--,--,--,--,--,--,--,--,0,90,130,108,40,100,85,10,33,--,--,58,--,--,--,
应收账款(万元),5445,5789,5136,5684,3833,6207,4432,3115,8172,9229,5820,7085,11662,8307,4763,3457,8391,9524,5163,5443,5448,7645,6096,4251,3916,3496,5619,2059,2481,1918,2049,2099,2180,1602,1075,1204,2042,1301,1009,1065,1702,1232,837,1764,5202,1515,1195,1426,
预付款项(万元),11497,9110,10151,2210,17127,9226,4712,1276,7482,5835,2405,1561,5069,3740,2354,1795,4387,3242,1480,2188,5273,4388,3984,1505,12733,12881,9060,1304,4899,3768,3152,1012,1724,2717,2403,1406,1242,2313,1797,988,1851,1149,642,438,153,427,119,1825,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,715,715,--,--,--,1072,--,--,--,--,--,--,--,1429,--,--,--,650,--,--,--,472,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1200,1227,2748,1778,1388,1530,3320,2405,1712,2362,2255,1848,2333,1140,1117,1929,2586,2032,2740,2947,4300,3361,4332,2776,1506,2525,1679,789,1964,1603,854,1286,982,992,1091,844,876,1329,489,894,923,1223,1715,1374,3107,1009,1678,444,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,223,461,--,--,--,357,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
存货(万元),90372,89440,79825,82390,87966,83731,76571,76742,78670,81705,87821,85891,92772,93513,103280,101742,142085,135713,133768,130781,136867,128529,122891,112693,107829,98602,92766,92702,71743,72967,58517,56697,55035,56017,49876,45236,42499,43157,39775,35250,34269,35049,29468,28104,24495,25275,22615,21175,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),312,--,54,--,1606,3212,4819,6425,976,2228,3888,4857,--,--,--,--,64,--,--,--,--,136,--,--,--,--,--,--,--,--,--,--,--,0,--,52,62,267,76,--,60,153,55,17,225,--,528,2,
