报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),38728,25693,41732,51672,51433,51055,47454,20276,16243,19260,17312,12414,4345,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),309,432,745,824,310,224,209,364,310,258,10,100,--,
应收账款(万元),18404,17437,13924,12378,12343,12031,9376,9587,7450,6161,4041,4125,2325,
预付款项(万元),161,150,150,332,307,166,245,172,833,81,61,121,61,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,34,19,19,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),896,1107,1645,711,538,416,633,451,457,393,374,350,306,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),0,--,--,--,--,--,--,--,--,--,--,--,35,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6060,16460,4708,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),64558,61313,62922,65936,64932,63892,57917,30850,25293,26151,21798,17111,7072,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5200,5200,5200,5200,5500,5500,5200,5200,5200,5200,5200,5200,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4321,4281,243,259,--,--,--,--,--,--,--,--,5200,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),672,681,691,701,710,720,730,739,759,778,817,--,913,
固定资产原值(万元),--,11161,--,11109,--,9852,--,9622,9539,9290,7632,6603,--,
累计折旧(万元),--,5951,--,5611,--,4923,--,4604,4289,3851,2540,1855,--,
固定资产净值(万元),--,5210,--,5499,--,4929,--,5018,5250,5439,5092,4747,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),5076,5210,5310,5499,4779,4929,5083,5018,5250,5439,5092,4747,4313,
在建工程(万元),--,--,--,--,386,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1905,1901,1851,1889,1417,1419,1442,1466,1441,1485,1357,1389,1118,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),12402,12402,12402,12402,575,575,575,575,575,575,--,--,--,
长期待摊费用(万元),218,214,223,239,253,265,287,308,23,39,82,28,46,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),739,700,527,527,224,224,199,199,202,146,93,71,37,
其他非流动资产(万元),--,--,--,--,529,529,164,169,--,--,--,--,--,
非流动资产合计(万元),30532,30589,26448,26716,14374,14161,13678,13673,13450,13663,12641,11435,11627,
资产总计(万元),95091,91903,89370,92652,79305,78053,71596,44523,38743,39814,34439,28546,18699,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),314,135,201,1697,204,274,283,570,135,265,258,298,189,
预收账款(万元),6902,5611,5423,5489,5283,5100,4893,4795,2879,4149,4527,4064,1578,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2406,1764,904,3479,1884,1505,900,2289,1236,2484,2455,2382,1711,
应交税费(万元),2241,2475,2565,3066,982,1021,654,824,869,1088,729,554,1087,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),294,--,--,--,--,--,40,--,--,--,--,--,10,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),6531,7829,8251,7910,46,4983,351,214,219,77,25,3,804,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
