报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),35045,71283,6191,11923,11649,11354,7038,13994,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),2361,2577,701,193,1293,323,650,246,
应收账款(万元),3218,1479,352,181,1312,264,99,30,
预付款项(万元),1393,1036,467,406,374,225,433,489,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),134,94,41,72,209,71,24,47,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),44615,39951,36162,27660,24028,24551,22961,15310,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,
流动资产合计(万元),86767,116419,43914,40435,38865,36787,31205,30116,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,46819,46319,44560,--,--,--,--,
累计折旧(万元),--,22384,20542,16914,--,--,--,--,
固定资产净值(万元),--,24435,25777,27646,--,--,--,--,
固定资产减值准备(万元),--,1,1,1,--,--,--,--,
固定资产(万元),23844,24434,25776,27646,28790,29907,31535,14297,
在建工程(万元),13917,13227,11625,7634,2713,415,383,13884,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),7560,7611,7525,7723,7823,7720,6125,6206,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),1923,1923,1923,1923,1923,1923,1923,1923,
长期待摊费用(万元),--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),285,338,225,236,263,208,109,137,
其他非流动资产(万元),--,--,--,--,--,--,--,--,
非流动资产合计(万元),47529,47533,47074,45162,41512,40172,40075,36448,
资产总计(万元),134296,163952,90988,85597,80377,76959,71279,66563,
短期借款(万元),3700,29700,17795,22000,27750,24320,24500,15500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,
应付账款(万元),934,553,679,824,652,863,1222,909,
预收账款(万元),659,230,160,108,58,244,155,2947,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2675,2159,3728,2791,1933,2520,2584,2214,
应交税费(万元),724,1094,654,413,948,495,573,366,
应付利息(万元),10,55,44,69,66,534,227,590,
应付股利(万元),--,--,--,--,--,--,--,10195,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),745,1213,195,143,639,184,598,525,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1800,2963,4088,4650,4050,7250,2250,5000,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),11247,37967,27344,30998,36095,36411,32109,38245,
长期借款(万元),2500,8400,7600,9688,5013,3938,11188,9000,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,958,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),5013,5167,5400,5540,5621,5725,5595,4860,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),7513,13567,13000,15227,10633,9662,16782,14818,
负债合计(万元),18760,51534,40344,46225,46729,46073,48891,53063,
实收资本(或股本)(万元),10800,10800,8100,8100,8100,8100,8100,8100,
资本公积(万元),63930,63930,4335,4335,4335,4335,4335,4335,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),4750,4750,4750,3222,1992,1992,1001,136,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),36056,32938,33460,23715,19222,16459,8953,930,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),115536,112418,50644,39371,33648,30886,22388,13500,
少数股东权益(万元),--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),115536,112418,50644,39371,33648,30886,22388,13500,
负债和所有者权益(或股东权益)总计(万元),134296,163952,90988,85597,80377,76959,71279,66563,		
  
