报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
固定资产原值(万元),--,275015,--,209807,--,203366,--,204866,--,202224,--,201339,--,196635,--,196277,--,90570,--,89667,--,85821,--,84788,--,85794,--,82628,--,80546,--,78382,--,78095,0,61399,--,58878,56551,0,--,
累计折旧(万元),--,72266,--,67233,--,59792,--,54608,--,49858,--,43964,--,40444,--,34780,--,35587,--,33416,--,30952,--,28498,--,30140,--,27879,--,25712,--,23951,--,23359,0,15816,--,13882,12227,0,--,
固定资产净值(万元),--,202749,--,142575,--,143574,--,150258,--,152366,--,157374,--,156191,--,161497,--,54983,--,56252,--,54870,--,56291,--,55654,--,54749,--,54835,--,54431,--,54736,0,45584,--,44996,44324,0,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
固定资产(万元),202371,202749,139691,142575,141136,143574,148417,150258,149815,152366,154621,157374,153982,156191,158625,161497,93695,54983,55480,56252,54927,54870,55516,56291,55395,55654,54665,54749,55653,54835,53805,54431,54229,54736,45872,45584,44773,44996,44324,30334,29291,
在建工程(万元),63795,55427,38159,31423,22393,18079,16195,14626,14471,13615,12672,11460,14809,15302,12833,14661,20047,110179,100291,89186,59252,40963,27448,22950,15583,6968,5817,3519,1785,1322,659,590,252,111,0,0,1464,5,1122,1024,537,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,-8,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
无形资产(万元),123237,123311,108495,109182,108368,109371,110643,111363,110147,110866,111389,112352,110455,111037,111898,90790,74062,97297,95726,96525,97120,97803,98144,98677,101542,101205,101603,101882,4650,4689,4599,4805,4261,4044,4086,4091,3872,3709,2780,2554,1954,
开发支出(万元),--,--,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
商誉(万元),82459,82459,213,213,213,213,222,222,222,222,222,222,222,222,222,222,43,43,43,43,43,43,43,43,109,109,109,109,109,109,109,109,109,109,109,109,112,112,100,100,100,
长期待摊费用(万元),31082,29972,21267,21899,22048,23850,25359,27136,29541,28249,29563,30775,33742,35390,37731,31013,31324,12839,13525,14741,13431,12448,12314,12974,13038,11873,12306,12819,12375,12687,12723,12227,6510,5866,5176,4865,2498,2309,1917,1980,2178,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
递延所得税资产(万元),24750,22704,22063,23209,17989,17947,16242,17191,15979,15105,15177,16648,15183,13562,12628,12892,11139,9031,10225,10580,7336,7358,6976,6962,8403,6883,4445,4684,4590,4283,4329,4228,3362,3438,3218,3131,2792,3209,3408,2111,2120,
其他非流动资产(万元),4256,4352,4323,4191,3603,3613,3828,3826,4225,4239,4216,4216,4395,4391,4417,4393,4262,4230,4000,3856,3848,3848,3854,3906,3780,3691,3845,3688,3771,3582,3480,3410,3542,5481,4096,3982,5297,5227,5863,5577,5080,
非流动资产合计(万元),576921,569327,384851,384006,369788,370949,376290,379807,381768,379404,380729,388509,395003,396234,400366,377692,347842,311243,304099,296113,264415,239055,225787,221918,217249,203302,200357,204275,105420,101986,98379,99938,87770,87551,81441,79402,77770,75319,75016,59163,51602,
资产总计(万元),2606560,2441737,2294138,2093221,2063642,1930827,1811285,1728767,1748997,1673193,1663343,1573134,1616703,1585802,1540308,1470079,1452801,1337509,1359598,1296142,1293532,995816,962538,893027,920473,841611,798495,769637,773075,714926,664315,648173,691084,629767,567028,549936,560925,270378,302036,284130,221506,
短期借款(万元),4000,5000,7258,10207,7327,8755,9090,13362,12642,11105,6299,10999,12700,13800,11000,7000,10500,10500,8200,7700,4000,19150,12500,3500,8131,14800,22600,24500,32150,39950,30450,18740,35740,29740,20900,19500,24350,21600,44500,46822,46702,
向中央银行借款(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,0,--,--,160,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,444,--,--,--,81565,--,0,0,0,--,0,0,0,--,
应付账款(万元),--,320144,277055,226428,241364,206403,123374,131525,163459,146819,117383,127385,185224,158494,157596,175215,159315,131953,130903,142981,143521,135742,118662,109117,119973,105764,93783,92770,110635,89145,83479,--,98218,80171,65196,66381,68001,62920,66122,67530,63108,
预收账款(万元),112335,114159,108203,80101,130711,124739,105014,77166,123389,119484,111240,79754,124246,118013,92880,74546,108754,88145,91867,71284,110382,95421,68782,79642,126549,88911,61962,72155,77756,64830,45113,50258,72701,56481,37266,32156,36529,24053,26525,24021,19622,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
应付职工薪酬(万元),41036,28543,28541,47048,38264,34171,32743,47004,29365,21099,22611,34834,22820,17888,19032,29118,14040,13100,13618,23448,11401,11380,9376,16541,13495,10817,7341,11991,5505,5866,5629,8199,5292,5406,4072,5057,5500,5078,7876,10322,9485,
应交税费(万元),92485,66403,86592,64166,57805,46263,50073,35969,37714,30155,46274,32760,28211,24919,42260,29883,24462,20231,35506,24438,20651,18870,31280,20651,17803,14934,25772,16859,12982,7983,8694,7946,8192,5648,7034,4883,5527,4120,5196,10430,8700,
应付利息(万元),16,6,14,12,18,11,5,12,4,7,10,23,22,31,28,16,24,24,7,14,5,55,91,63,65,96,188,276,353,272,233,95,194,90,34,31,65,36,85,75,--,
应付股利(万元),6917,6924,47683,47769,48333,48434,3203,2931,3678,4964,2567,2636,1909,46724,2084,1494,2322,2667,1056,1319,2039,2062,809,404,1288,1831,909,390,1116,1638,1730,522,1449,2220,818,426,628,774,770,12085,802,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
其他应付款(万元),--,180261,104510,99548,90993,82887,70111,77979,73468,73917,77996,79362,70256,70071,67452,69428,75152,51393,45846,48852,48371,46379,49399,43447,38449,38541,34819,34926,31536,30319,29713,29291,25387,24050,20123,19297,24493,17677,36781,42457,17042,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,3,--,4,9,14,--,0,476,0,--,
其他流动负债(万元),112,97,86,77,84,51,52,53,--,--,--,--,4,3,3,1,3859,3835,5049,5194,--,--,--,--,2,--,--,--,--,--,--,--,46,0,0,0,--,0,0,0,--,
流动负债合计(万元),759640,721537,659942,575356,614900,551713,393664,386000,443720,407550,384539,367752,445392,449943,392336,386702,398428,321847,332052,325231,340369,329058,290900,273365,325754,275695,247374,254311,272032,240003,205041,196619,247219,203810,155452,147745,165093,136257,188332,213742,165461,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,6,7,0,19,25,35,588,862,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
长期应付款(万元),298,299,299,291,2,3,4,4,5,5,4,4,5,5,5,6,6,7,7,8,8,9,9,--,1,1,2,2,69,70,70,71,109,110,271,272,315,316,512,738,1518,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,32,32,32,32,30,
预计非流动负债(万元),4929,4929,4929,4929,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,14,--,
长期递延收益(万元),10451,8911,7506,7269,5433,4358,3333,2272,11963,11701,11987,11581,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
递延所得税负债(万元),13040,13512,362,438,416,484,243,247,250,253,257,260,337,316,311,483,306,308,255,306,261,302,304,287,291,274,306,305,295,297,294,296,22,20,41,35,24,28,14,39,21,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,2,2,3,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,691,
非流动负债合计(万元),32405,31379,16858,16737,9919,8956,7736,6743,16314,16104,16460,16134,3780,3790,3911,4127,312,315,262,314,270,312,316,290,292,276,308,307,364,367,364,367,136,135,319,307,391,401,593,1411,3121,
负债合计(万元),792045,752915,676801,592093,624819,560669,401399,392743,460034,423654,400999,383887,449172,453733,396247,390829,398740,322162,332314,325545,340639,329370,291215,273655,326046,275970,247682,254619,272396,240370,205405,196987,247355,203945,155772,148051,165484,136658,188925,215153,168582,
实收资本(或股本)(万元),195248,195248,195248,195248,195248,195248,97624,97624,97624,97624,97624,97624,97624,97624,97624,97624,97624,97624,97624,97624,97624,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000,88000,66000,66000,0,--,
资本公积(万元),384827,384307,384220,384220,384042,384155,481779,481779,481147,481147,481147,481147,481147,481147,481147,481147,481154,481148,481151,481151,481152,240500,240503,240503,240158,240161,240161,240163,240045,240050,240055,240053,239257,239255,240349,239943,240024,12326,12273,0,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
盈余公积(万元),58832,58832,58832,58832,45804,45804,45804,45804,34992,34992,34992,34992,24396,24396,24396,24396,15344,15344,15344,15344,15289,15289,15289,15289,6276,6276,6276,6276,2688,2688,2688,2688,149,149,149,149,--,0,0,0,--,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
未分配利润(万元),943664,865053,890653,774670,725419,664642,704071,632246,608250,572860,580669,510993,502861,472639,480506,415907,400884,366721,373949,320692,303804,271738,271675,222088,208426,187400,172843,139355,130115,107517,94902,83231,82001,68076,55585,45220,38666,30744,14099,0,--,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-8168,-7450,-6655,-8297,-6168,-6186,-5783,-5833,-5381,-5801,-5442,-5799,-3675,-3364,-3566,-3641,-2700,-2485,-2435,-2785,-1818,-3003,-3032,0,--,
归属于母公司股东权益合计(万元),1585591,1495239,1508853,1403311,1344420,1287764,1328873,1259936,1216854,1180862,1188385,1118111,1096764,1065286,1074073,1009769,986838,953386,961412,906514,891702,609341,609684,560046,537480,516037,501838,467995,457174,434892,422078,410331,406706,392994,381647,370526,364872,106068,89340,50525,37832,
少数股东权益(万元),228924,193582,108483,97817,94404,82394,81012,76089,72109,68677,73959,71136,70768,66784,69988,69482,67223,61961,65872,64083,61192,57105,61639,59326,56947,49604,48974,47023,43505,39664,36832,40855,37023,32827,29609,31358,30568,27652,23771,18452,15092,
所有者权益(或股东权益)合计(万元),1814515,1688821,1617337,1501128,1438824,1370158,1409885,1336024,1288963,1249539,1262344,1189247,1167531,1132069,1144061,1079250,1054061,1015347,1027284,970597,952893,666446,671322,619372,594426,565640,550813,515018,500678,474556,458910,451187,443729,425822,411256,401885,395441,133719,113111,68977,52924,
负债和所有者权益(或股东权益)总计(万元),2606560,2441737,2294138,2093221,2063642,1930827,1811285,1728767,1748997,1673193,1663343,1573134,1616703,1585802,1540308,1470079,1452801,1337509,1359598,1296142,1293532,995816,962538,893027,920473,841611,798495,769637,773075,714926,664315,648173,691084,629767,567028,549936,560925,270378,302036,284130,221506,		
  
