报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),289642,233517,219489,236395,239734,231542,173076,166105,168810,142581,157751,139589,94993,93735,83751,140410,98318,107726,87308,81621,97122,106514,111954,133655,120308,96316,121537,108781,96846,98439,78557,67456,65135,77080,78881,78647,100366,63069,96566,90648,70510,53908,80858,57813,55708,76280,73370,62043,35050,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
交易性金融资产(万元),46,46,45,49,50,50,49,50,46,44,46,44,51,49,66,51,54,34,31,31,31,34,32,38,39,36,36,38,36,336,40,41,40,42,44,52,59,53,57,346,306,338,47,63,99,330,291,167,167,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
应收票据(万元),6555,8593,12785,10888,7232,7023,1691,704,1380,2719,3546,3394,1405,9528,8095,7110,3363,1992,4082,3439,3304,5226,20231,31400,50615,50783,31351,27563,32495,21329,553,3178,7535,2237,922,3408,6174,221,80,239,221,526,0,77,1895,63,1954,2543,2042,
应收账款(万元),186339,147714,149105,139174,122185,119967,142783,123912,111769,85144,98381,75775,60512,81561,78963,78789,61928,68050,72029,66169,44610,33845,39264,31539,26323,34118,36092,18226,13663,25451,11853,8321,5678,12536,12495,7339,6032,12940,9731,11546,14662,29447,15116,14006,7561,17756,10419,14002,7901,
预付款项(万元),16741,25344,22549,22079,12720,34844,32690,45067,34632,33490,49734,43831,15059,25452,31354,111146,113670,131718,128447,126039,125838,118183,151241,155160,130419,133516,124560,110078,102145,98766,86567,71444,73732,90993,66408,69714,62423,65692,43926,64660,59655,61060,57797,74241,67726,40716,54539,51252,37570,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
应收利息(万元),300,--,160,160,517,--,--,--,266,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,41,0,0,58,20,0,0,0,18,18,47,47,--,--,--,45,
其他应收款(万元),--,9145,7032,7262,5689,7741,9154,10115,6639,4134,6315,8843,5577,7394,10202,7073,12520,6143,5629,5519,4606,4677,6759,4851,3910,6989,6908,6669,5211,5648,3034,3209,2718,2233,2890,3314,4065,4054,4463,2384,2697,3221,4898,4882,4044,2721,9434,6753,3396,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,--,0,0,0,--,--,--,0,
