报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),392559,503222,633343,643633,498892,420787,410280,348783,308748,577199,319723,368168,424866,388628,441916,243036,265939,234904,264410,423938,335440,280611,401838,179420,289687,343967,193069,256278,309820,279999,231801,312328,338068,372343,68852,132451,288505,408270,458731,661565,493965,466034,464145,78776,115388,62679,43486,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收票据(万元),69055,17049,20059,17136,11754,9079,15074,3760,10856,6634,19572,5452,20131,35033,65500,33052,48391,41615,33560,27613,32832,16628,16512,19482,10538,9986,3800,9800,10560,9500,8725,12543,15228,10664,4500,9404,6814,5482,6686,7635,14826,8984,5410,6238,1181,163,3181,
应收账款(万元),62747,82198,37370,59092,48979,61881,17314,43847,29318,49328,11683,23204,24893,45115,37671,39727,6600,21461,1239,9540,7320,17367,16520,6024,2328,3176,18913,37265,29425,5932,5677,538,11775,28922,196,2371,1002,1391,246,193,383,2781,2847,2402,5480,4673,1734,
预付款项(万元),127707,254271,214627,229481,215706,374307,186599,187520,139138,123844,68013,168931,64727,123854,25340,34656,107553,107595,33696,87079,78802,84596,122999,223089,92577,58265,155893,88324,97493,76145,89122,197511,201377,127232,444593,425321,434533,452465,408606,249751,202835,7009,6413,8723,10634,6692,5753,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收利息(万元),1857,1326,3526,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
其他应收款(万元),618,1485,933,3430,1201,1098,532,2864,2534,1266,766,3120,3732,2164,785,3328,3553,2739,536,3571,2318,1874,1054,2295,2325,1804,834,1858,1444,2236,1064,2007,1205,996,1910,4802,3178,4552,2847,14300,3270,1806,699,1739,2360,1161,907,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,--,0,
