报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),19477,18247,18388,130715,137856,210850,182707,37624,48657,36889,88091,74355,25954,18331,15541,18513,32224,31357,37240,10343,10736,20163,9826,30812,10927,12986,3303,3047,7864,8374,16263,15204,10292,13494,3833,2200,2834,1332,2321,4034,3925,10527,1899,3319,5266,2344,994,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,96,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
应收票据(万元),20,--,--,--,200,15,165,130,270,5,292,618,30,160,--,20,0,--,320,--,80,--,0,--,--,300,360,--,--,--,--,--,0,--,0,0,0,0,--,--,60,6,--,--,--,--,0,
应收账款(万元),298452,342312,333495,169646,166828,160836,85922,159850,80334,4176,6788,1838,587,622,596,708,693,38,38,38,44,41,39,189,240,211,228,413,397,517,693,191,191,268,601,748,890,1008,2907,1453,2171,2194,2757,1930,1927,2514,2134,
预付款项(万元),753,1096,685,1859,709,3624,3487,1397,1034,619,343,7152,2204,6749,6985,20422,18086,7691,2231,17770,13874,8675,4544,2102,7638,3285,62,11463,8695,5212,602,10237,6778,2646,386,6718,4665,2472,1334,825,470,713,524,5784,1529,742,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
应收利息(万元),1811,1816,1816,1877,1436,727,70,58,44,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
其他应收款(万元),200268,169339,251271,235047,208320,106484,131896,117698,50090,39527,6299,24776,4962,9255,8980,9564,4211,7685,11651,4963,5175,5495,5551,3119,3908,3485,3788,2223,1640,12718,1360,1455,765,791,719,2444,2364,5830,5118,3411,5370,8804,16824,5791,5389,5285,5496,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
存货(万元),155291,171079,177517,205397,213524,286649,284776,292214,283173,305967,311964,310889,280309,271575,262813,250421,232481,209796,202141,204008,200167,188529,190866,183190,171237,166058,166838,157882,153198,136254,140516,114694,101963,73408,85018,87404,80481,72064,72377,76879,75929,84517,83621,50398,49714,50857,50817,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),6355,6371,6438,19335,19639,11335,11335,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,
其他流动资产(万元),6200,8024,7862,8420,8103,10019,9356,10563,9251,7653,7404,8995,7396,7589,7549,5407,5526,3813,3723,5372,5326,5225,5415,5117,5646,5312,5317,4256,4049,3669,3365,3957,3517,2127,990,141,105,78,192,392,70,113,75,636,541,393,531,
流动资产合计(万元),689599,719251,798586,772294,756616,790539,709716,619535,472853,394867,421180,428624,321443,314281,302465,305055,293221,260381,257345,242494,235401,228127,216240,224529,199595,191637,179896,179285,175843,166744,162799,145739,123506,92734,91547,99656,91338,82784,84249,86994,87995,106874,105700,67859,64365,62135,59972,
