报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),23933,22356,24971,31890,9849,6565,12358,14808,16462,7018,11175,13560,18165,12283,11095,10252,17591,19818,17136,16454,21190,20406,24445,26209,29814,26490,30047,35157,39201,38208,42184,43539,45339,43150,44970,47015,3729,1395,3354,3867,4089,1743,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收票据(万元),9256,5807,6011,5728,6478,4676,5283,2787,4737,1790,1796,3428,4446,2021,721,1604,2004,693,1004,1661,875,495,456,524,840,688,816,358,772,20,206,346,55,18,0,0,0,0,0,0,0,0,
应收账款(万元),92542,82489,75134,68466,70205,64289,60766,49227,41317,46977,45098,42780,37174,38566,34605,29298,24627,24999,21916,20024,18169,16105,16911,16742,13589,14345,13013,12441,10263,8856,7916,7579,7444,5340,6228,4320,3158,2107,2049,1903,1518,704,
预付款项(万元),4791,7626,6605,6139,4881,3441,4614,3442,2999,4056,3901,3065,2941,6175,5456,5302,4225,6173,5298,5314,4848,5548,4838,3794,3712,7754,8697,5380,4289,4001,1884,1382,1240,1928,1643,1946,978,1667,1810,517,393,2070,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,5,65,134,101,81,116,154,124,94,30,213,138,63,210,583,413,223,--,549,371,--,--,--,0,0,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
其他应收款(万元),--,2547,2354,2759,2209,2318,2307,2146,1608,2315,2112,1715,1493,2009,1718,1859,1600,1498,1572,1415,1171,1143,865,790,594,1039,903,828,812,748,529,758,297,367,342,287,435,276,236,178,334,339,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
存货(万元),17729,19622,20291,18464,15968,17965,16740,14077,13996,14393,14655,12578,11086,12998,11637,11160,10610,10557,9879,9546,8690,9610,6618,5249,4383,7104,4150,4262,3235,4815,2475,2683,1654,2456,2301,1543,624,1411,1053,787,449,310,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,
