报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),140236,161226,174110,167678,166071,181661,129718,179949,131947,116341,135249,124041,144353,71272,71425,76462,68134,80061,90096,122461,161049,45676,65464,54932,62994,53360,59345,52365,73488,61126,72977,62821,87039,70081,87628,124464,125433,95356,102709,100231,30196,10970,11035,10622,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,27,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收票据(万元),185,30,68,20,20,20,--,81,53,1,132,2,11,42,17,20,--,--,--,--,--,13,13,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,20,--,0,25,0,0,
应收账款(万元),11504,8295,10781,10421,15163,12620,16723,13798,13646,10525,14438,13320,12804,7545,10518,9681,10144,6677,7561,7317,6199,7330,5403,4901,4891,2668,3466,3391,3092,2474,2321,2396,1986,1495,2151,2097,1670,1598,1542,1370,1283,898,290,260,
预付款项(万元),77427,93741,85208,68945,69379,71648,97747,70286,72695,66449,71091,71320,76526,68786,82221,70183,96164,62290,86187,71323,57317,43307,51566,35103,45113,37262,57666,63400,61092,44583,25513,29144,28454,19586,13824,5090,5804,7632,3199,6135,4734,6363,5015,3967,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收利息(万元),759,745,738,499,366,315,323,287,383,237,241,167,19,50,55,61,627,490,397,185,--,--,--,--,--,--,--,--,--,--,38,13,71,12,233,114,1397,1133,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
其他应收款(万元),37391,53162,30085,27298,27850,24143,28016,40851,42564,40798,24581,23751,25614,16119,21345,24438,20774,19312,23534,20293,22767,20482,24960,21746,21944,21430,18491,16504,17402,17017,18661,15602,16822,16837,22907,20001,18884,17154,23940,18863,18806,17235,12459,10290,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
存货(万元),179853,202659,170379,143647,165342,215126,150278,139590,153602,181993,151372,132946,159772,148264,114901,106784,124725,156802,106835,90632,99029,114068,91934,81945,82916,114484,80693,65545,64858,83991,61932,48000,46643,57742,53109,43703,39646,54936,41508,38676,36938,42561,27200,19553,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,1620,1368,1439,1559,1626,1448,1758,1761,1846,1912,1814,1536,958,901,951,1004,375,357,476,326,760,813,555,606,121,241,362,482,80,160,241,321,79,157,114,156,--,--,0,0,0,0,
其他流动资产(万元),69955,58108,72407,87397,69590,64976,53803,48012,54513,52186,49409,54007,27454,10029,33645,25269,18099,22665,17568,3001,3281,2775,1871,4476,5868,4213,3765,5018,4476,2807,--,0,--,0,--,0,--,--,--,--,400,400,0,0,
流动资产合计(万元),517309,577967,545396,507273,515220,572068,478233,494302,471161,470292,448358,421465,448368,323643,335085,313800,339618,349300,332553,315569,350118,233977,241971,203916,224282,234022,223547,206464,224770,212479,181522,158136,181255,166074,179931,195624,192947,177965,172918,165276,92356,78452,56026,44692,
发放贷款及垫款(万元),12888,10155,2189,2973,6217,4406,6068,5757,4544,3559,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),11475,11475,11475,11475,11475,11475,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
