报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),86898,84197,78167,80002,86028,84753,89759,85485,32271,29227,23450,35684,16007,14833,10112,9826,18673,17471,14259,20738,25224,27790,23268,9493,10969,13196,7505,11348,10525,19807,16493,27985,21751,30262,4881,4384,4607,6808,7153,7851,7376,7467,6540,10981,4359,7940,6117,8692,9364,22731,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,118,118,-159,-159,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,
应收票据(万元),12328,14831,16174,16411,16224,15017,19261,21568,2097,2933,4446,4797,3271,587,2174,4040,2781,3499,3781,2140,2931,3307,2923,1096,2343,237,585,1303,2034,1840,1759,1267,416,2416,260,380,659,752,741,409,693,2004,725,550,636,1714,486,43,--,166,
应收账款(万元),148272,168252,157396,145393,147728,155336,153313,147828,82336,80488,78205,70425,69257,75264,67584,61907,66194,66517,69996,66724,64218,65644,62454,52192,45431,39140,41349,40906,39271,39784,41591,37525,38358,31653,21543,14574,13955,11907,11840,10494,8201,10297,14649,15730,12023,9563,12237,14497,11758,9850,
预付款项(万元),10033,8985,11646,11737,8109,4911,6328,6914,6176,2754,3575,3899,4438,1707,5900,5589,3385,1808,5497,3114,2858,2289,1676,1841,3295,1689,4436,2979,3053,1518,2272,1267,2297,1542,3049,2536,1906,1588,2128,2611,1927,1176,1304,1100,1587,1316,1327,669,582,1051,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,--,--,0,
