报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),170366,190530,260174,229026,202831,418295,208696,206677,261025,167403,121841,103298,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,81,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),100856,118554,84342,42252,37947,56834,41688,44678,36272,58979,44746,63997,
应收账款(万元),220354,200417,188287,181999,166185,158151,134690,147100,163831,178613,138551,129549,
预付款项(万元),14571,12737,14356,10602,19580,7359,6770,8603,10341,9984,19981,25592,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),250,428,373,191,145,339,454,1415,969,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),6117,5887,5456,6029,6668,7204,19399,74031,791,40055,1434,1239,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),197601,208347,220122,187716,167754,151938,151673,174513,165675,157205,128635,141009,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,600,1000,
其他流动资产(万元),22002,22643,24249,21365,27682,28174,35613,38073,27342,20428,13225,35098,
流动资产合计(万元),732117,759544,797358,679180,628793,828294,599064,695090,666247,632667,469014,500782,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,519,
固定资产原值(万元),--,1410629,--,1387229,--,1287689,1224187,1044335,950826,788418,--,--,
累计折旧(万元),--,467910,--,428722,--,383795,350026,284069,252061,231572,--,--,
固定资产净值(万元),--,942719,--,958507,--,903894,874161,760266,698764,556846,--,--,
固定资产减值准备(万元),--,313,--,313,--,313,313,313,543,543,--,--,
固定资产(万元),947561,942407,948357,958195,909713,903581,873849,759953,698222,556304,457356,364175,
在建工程(万元),35330,37834,39833,34785,50712,54055,84312,114135,76198,120613,28959,50467,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),49702,50262,50850,51495,51422,51596,52742,49427,40223,39225,36567,17864,
开发支出(万元),--,--,--,--,--,--,--,--,--,753,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,68,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),18457,17968,18077,18794,19033,18732,17775,13845,8964,13251,8142,3460,
其他非流动资产(万元),75501,73926,60453,53749,26805,26829,30442,40533,29003,27428,31938,24990,
