报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2006-12-31,
货币资金(万元),22720,24649,22547,5055,13369,14549,8627,21597,19613,28909,26842,15476,13901,14131,14528,14133,22301,24347,24556,22752,20587,25656,26728,23894,24962,29812,31914,29979,29617,30830,31142,29513,29080,28958,33435,4746,3601,2138,3384,3129,2363,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
应收票据(万元),270,885,863,212,277,707,355,741,716,337,49,170,309,355,1080,1146,117,171,164,177,201,224,26,269,253,219,--,--,48,25,52,50,132,248,276,25,6,419,50,0,0,
应收账款(万元),17142,12845,12211,16617,16274,12633,11763,16133,18969,16461,17600,21507,22142,18677,15409,13261,14558,13320,9924,10597,10709,8954,6457,8422,7511,6252,4863,6325,5566,4993,4101,4278,5709,5707,4151,5848,4702,4505,4906,4590,4054,
预付款项(万元),1953,888,142,1405,1047,847,247,1433,1095,669,542,2687,1114,1431,346,1906,735,785,944,323,343,528,162,2634,2898,2303,2288,927,709,989,130,997,197,4651,404,958,1810,2638,3266,214,3,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,0,0,
其他应收款(万元),198,195,121,315,267,283,2679,2811,4412,1908,1438,1517,1039,984,823,588,478,680,312,667,407,434,349,413,306,299,177,395,363,594,624,951,839,668,377,721,607,369,469,304,288,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
存货(万元),8088,10150,10927,10898,11940,10526,10482,6031,6868,9552,8248,5678,5402,7016,8119,4499,6029,5427,5652,5315,5053,5298,6314,3465,3727,3131,2392,2399,2667,2049,2239,1676,2081,2365,2174,1807,1734,1432,1676,1185,709,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,0,0,
其他流动资产(万元),2486,--,324,5500,5500,5500,5547,49,58,58,79,--,--,5,91,--,--,--,--,--,--,87,159,--,--,--,--,--,0,--,--,--,0,--,3,0,0,0,--,4,29,
流动资产合计(万元),52858,49611,47135,40002,48674,45045,39700,48796,51732,57893,54798,47035,43906,42599,40396,35533,44219,44730,41551,39830,37300,41179,40193,39096,39657,42016,41635,40025,38972,39481,38287,37467,38038,42596,40821,14105,12460,11500,13752,9425,7446,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
可供出售金融资产(万元),1135,1135,1135,7963,8231,8712,16199,1311,1011,1011,1011,1011,1011,611,611,311,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,0,0,--,0,0,
长期股权投资(万元),28441,28378,28263,25488,12650,12495,6019,22047,5795,2889,2962,3034,3062,3061,3068,10086,311,311,311,311,311,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,--,0,0,
投资性房地产(万元),1690,1706,1721,1737,1753,1768,1784,1800,1816,1831,1847,1863,1878,1894,1910,1926,1941,1957,1973,1988,2004,2020,2036,2051,--,2083,2098,2114,2130,2146,2161,--,0,--,0,0,0,0,--,0,0,
固定资产原值(万元),26348,--,26278,--,26325,--,26243,--,25094,--,24758,--,20965,--,20087,--,19502,--,17696,--,9601,--,8975,--,10891,--,8476,--,8383,--,8271,--,10390,--,5374,--,5245,5174,5411,0,0,
累计折旧(万元),8175,--,7555,--,6936,--,6169,--,6670,--,5916,--,5424,--,4705,--,3973,--,3479,--,3043,--,2855,--,2777,--,2403,--,2402,--,2187,--,2026,--,1838,--,1682,1558,1432,0,0,
固定资产净值(万元),18174,--,18723,--,19389,--,20075,--,18425,--,18842,--,15541,--,15382,--,15529,--,14217,--,6558,--,6120,--,8114,--,6073,--,5981,--,6085,--,8365,--,3536,--,3563,3616,3980,0,0,
