报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
货币资金(万元),56292,54051,94593,111330,34933,37882,47867,33304,54556,60177,20811,25301,47834,34240,25476,38625,39252,42098,30133,34785,64725,28066,73990,61685,79895,73664,86800,79967,25440,28011,38697,30665,41260,49707,37490,56950,77582,18987,14007,10709,8506,--,8856,5965,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,28,13,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
应收票据(万元),14301,4466,11133,17834,17794,11890,11227,13404,14973,15858,14682,14511,9996,13210,12803,15336,11757,8725,11101,15980,17122,12809,13079,14695,13060,9284,8721,11703,10753,11983,8927,7637,8911,4630,11448,7174,3763,4222,2350,3512,1477,--,918,1587,
应收账款(万元),63400,56861,49484,46859,50742,47929,42407,44159,39704,34867,33668,31725,34355,29485,24316,22548,20605,17952,18724,18993,16526,18421,16999,22242,26271,20664,19481,19140,21405,16838,15285,12840,9655,8765,7387,7412,6244,5833,7188,6360,5356,--,5733,5283,
预付款项(万元),13874,8481,22288,16835,12957,13473,11786,6986,11403,10171,3694,6497,6244,3310,5132,9259,7525,17027,11707,12534,18199,13239,16806,16411,16994,10759,10669,24449,22713,20092,20181,20267,17903,13281,9569,6273,11471,5466,10806,9628,10697,--,7823,13346,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
应收利息(万元),103,247,--,413,--,2,112,0,65,54,--,172,122,73,43,--,99,70,53,0,98,127,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
其他应收款(万元),--,1538,1516,1002,833,700,841,827,703,520,572,436,470,498,284,201,219,206,312,284,212,529,216,370,196,155,241,298,255,181,152,230,191,141,102,99,58,120,73,121,52,--,282,6230,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,
