报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),52703,58933,54154,48575,62905,52752,49661,48619,65196,65925,64340,59704,60841,25838,25158,23580,15920,6330,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1288,1795,1307,678,1138,663,417,170,427,962,692,123,163,--,269,92,25,--,
应收账款(万元),2950,2182,3243,3341,2570,2271,3187,3808,2640,2065,3851,3904,2929,2401,2136,2332,1724,1703,
预付款项(万元),2560,1778,1785,1103,2322,876,793,584,1988,1101,1674,1613,3320,2651,1489,3279,1457,1989,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),383,227,238,518,512,519,469,360,441,360,492,484,2271,675,706,601,297,34,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13535,11998,9789,12420,13190,11762,10353,11948,13915,12343,11089,13295,12209,11422,11269,12517,10594,10823,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5380,5158,5119,8247,4597,20062,--,--,--,259,87,6,120,289,240,--,1433,270,
流动资产合计(万元),78799,82070,75634,74882,87235,88905,64881,65487,84605,83015,82225,79131,81853,43276,41267,42401,31449,21148,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3320,3320,3320,3320,3320,320,20320,20320,320,320,320,320,320,320,320,320,320,320,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),4500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,5717,--,5756,--,5537,--,5077,--,5568,--,5464,--,5395,5407,5106,--,--,
累计折旧(万元),--,4146,--,4106,--,3985,--,3889,--,3778,--,3616,--,3421,3358,3158,--,--,
固定资产净值(万元),--,1571,--,1649,--,1552,--,1188,--,1790,--,1848,--,1974,2049,1947,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1794,1571,1590,1649,1668,1552,1640,1715,1719,1790,1787,1848,1909,1974,2049,1947,2051,1991,
在建工程(万元),9255,7086,5708,5597,5084,3857,2959,2575,2416,2355,1844,1391,821,398,190,110,101,58,
工程物资(万元),--,--,0,0,0,0,0,0,0,0,0,0,1,6,1,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3154,3153,3180,3206,3233,3260,3010,3032,3046,3068,3086,3105,3093,3113,2596,2647,2675,2727,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),13,16,70,67,77,29,33,23,27,32,36,41,45,51,58,45,56,76,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),208,208,237,245,389,588,485,506,522,434,368,461,418,418,367,373,318,436,
其他非流动资产(万元),1396,1126,1407,1057,918,963,1560,592,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),23640,16481,15512,15142,14690,10567,30007,28764,8052,7998,7441,7164,6606,6281,5580,5444,5521,5608,
资产总计(万元),102440,98551,91146,90024,101925,99472,94888,94251,92657,91013,89666,86295,88459,49556,46847,47845,36970,26756,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,2550,3550,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1688,1571,682,819,437,--,--,440,842,402,140,473,1609,1431,652,2828,--,--,
应付账款(万元),1733,1005,670,1671,987,1180,529,928,867,691,1521,656,1629,614,347,280,410,263,
预收账款(万元),4830,5101,1820,2621,3714,3695,1289,822,1344,2410,1071,648,1443,2137,1141,2348,2754,2200,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),402,2426,2202,1389,800,2249,1417,1376,562,1735,1400,1276,483,1460,1098,1194,1033,973,
应交税费(万元),1063,596,784,1681,552,498,487,2127,763,358,577,1572,2282,119,49,317,237,2290,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),745,988,1501,1843,1457,1792,2395,2117,1469,1855,2955,2214,1645,2162,2454,3944,3854,2875,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),10461,11686,7659,10024,7945,9415,6117,7809,5847,7451,7664,6840,9091,7923,5742,13910,10839,12151,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),315,315,315,315,385,385,385,395,--,395,--,395,--,340,340,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),1115,929,85,89,90,81,78,17,395,--,395,--,395,--,--,--,--,--,
非流动负债合计(万元),1430,1244,400,404,475,466,463,412,395,395,395,395,395,340,340,0,0,0,
负债合计(万元),11891,12930,8059,10428,8420,9881,6580,8221,6242,7846,8059,7235,9486,8263,6082,13910,10839,12151,
实收资本(或股本)(万元),7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,6000,6000,6000,6000,6000,
资本公积(万元),33064,33064,33064,33064,33064,33064,33064,33064,33064,33064,33064,33064,33064,72,72,72,72,72,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6780,6780,6780,6780,6780,6780,5307,5307,4995,4995,2808,2808,2576,2576,2586,2378,1825,1262,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
