报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),34579,32712,29097,29893,32609,22198,19179,19462,28680,14074,11521,14982,43491,7501,6898,6730,4246,1125,
结算备付金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应收票据(万元),4782,4584,5352,5018,4125,3540,3361,4587,4555,5787,6046,5459,4332,5416,3430,3355,2316,997,
应收账款(万元),12056,9611,9120,8902,10379,10298,9360,8854,9479,8222,7229,7529,7994,6790,7722,6413,5424,4465,
预付款项(万元),259,163,323,200,249,123,139,191,157,187,159,110,1323,732,59,51,46,412,
应收保费(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
其他应收款(万元),52,36,34,36,66,84,74,70,63,77,81,101,272,104,85,21,14,5,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
存货(万元),5871,5924,5619,4908,4560,4492,4248,3928,3356,3462,3820,3851,3616,3069,2083,2059,2198,1907,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
其他流动资产(万元),--,179,--,--,--,16000,17000,15000,9000,22200,23200,20000,--,--,--,--,--,--,
流动资产合计(万元),57600,53208,49545,48958,51987,56735,53362,52093,55291,54009,52055,52032,61028,23612,20276,18628,14244,8910,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
长期股权投资(万元),5247,5276,5698,4627,4365,315,291,--,--,0,--,0,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
固定资产原值(万元),--,32192,--,27527,--,26166,--,15808,--,13185,--,10379,--,10012,9620,8193,--,--,
累计折旧(万元),--,7045,--,5912,--,4953,--,3623,--,3558,--,3092,--,2499,2074,1716,--,--,
固定资产净值(万元),--,25147,--,21615,--,21213,--,12186,--,9627,--,7287,--,7513,7546,6477,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),25105,25147,23713,21615,21413,21213,16160,12186,10451,9627,7862,7287,7412,7513,7546,6477,5685,5165,
在建工程(万元),552,698,624,1434,1129,984,4179,5786,5077,4383,3713,2575,2287,1671,520,84,524,573,
工程物资(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
无形资产(万元),4150,4173,4227,4236,4138,1496,1504,1513,1522,1530,1539,1547,1556,1564,1582,1599,1633,1667,
开发支出(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
长期待摊费用(万元),139,170,176,162,54,78,217,72,79,87,0,0,--,--,--,--,4,8,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),238,203,173,156,167,154,145,148,165,114,84,86,67,79,90,79,70,35,
其他非流动资产(万元),268,68,1639,1184,1011,624,1316,2099,1408,992,1248,667,--,71,--,99,186,--,
非流动资产合计(万元),35700,35734,36249,33414,32278,24865,23812,21803,18702,16733,14446,12162,11323,10899,9737,8337,8102,7449,
资产总计(万元),93300,88943,85794,82372,84264,81600,77173,73896,73992,70742,66501,64194,72351,34511,30013,26965,22346,16360,
短期借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应付票据(万元),1124,1010,884,58,386,635,129,--,--,0,0,0,--,145,--,--,250,56,
应付账款(万元),4127,2965,2606,2393,1959,2578,2520,2488,1664,1617,912,957,955,737,1013,679,559,440,
预收账款(万元),253,108,143,34,16,110,20,13,33,9,6,9,8,17,8,1,6,4,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应付职工薪酬(万元),1531,1339,1356,1352,1766,1456,1273,1060,854,578,414,402,505,429,402,321,448,274,
应交税费(万元),787,700,661,764,945,928,641,710,829,774,642,650,592,631,562,484,328,497,
应付利息(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2,2,0,0,0,19,6,16,--,0,5,0,6828,--,--,--,3,1,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
流动负债合计(万元),7824,6124,5650,4601,5072,5726,4590,4287,3380,2977,1979,2017,8888,1958,1985,1485,1593,1272,
长期借款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1676,1676,1692,1713,65,98,131,17,34,51,--,--,--,--,--,--,140,--,
递延所得税负债(万元),102,102,67,67,67,67,--,--,--,0,0,0,--,--,--,140,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,0,85,0,--,--,140,--,--,--,
非流动负债合计(万元),1777,1777,1759,1780,132,165,131,17,34,51,85,0,0,0,140,140,140,0,
负债合计(万元),9602,7902,7409,6381,5204,5891,4721,4304,3414,3028,2064,2017,8888,1958,2125,1625,1733,1272,
实收资本(或股本)(万元),18585,18585,18585,18585,18585,18585,18585,18585,7434,7434,7434,7434,7434,5910,5910,5910,5910,5910,
资本公积(万元),22174,22174,22141,22141,22141,22141,22141,22141,33292,33292,33292,33292,33292,6265,6265,6265,6265,6265,
减:库存股(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,
盈余公积(万元),5371,5371,4453,4453,4453,4453,3367,3367,3367,3367,2347,2344,2344,2344,1472,1472,920,406,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),37530,34788,33010,30680,33704,30529,28359,25499,26485,23621,21363,19106,20392,18034,14241,11694,7518,2507,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),83633,80891,78189,75859,78884,75709,72453,69592,70579,67714,64437,62177,63463,32553,27888,25341,20614,15088,
少数股东权益(万元),65,150,196,132,177,--,--,--,--,0,0,0,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),83698,81041,78385,75991,79060,75709,72453,69592,70579,67714,64437,62177,63463,32553,27888,25341,20614,15088,
负债和所有者权益(或股东权益)总计(万元),93300,88943,85794,82372,84264,81600,77173,73896,73992,70742,66501,64194,72351,34511,30013,26965,22346,16360,		
  
