报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),53321,60646,65822,82218,58232,76008,81304,81231,57730,76911,99055,84837,62145,55396,60145,77059,82726,73543,76174,87585,106718,100670,93415,93714,101028,95412,122656,130986,141008,140067,151668,12920,13441,4746,1627,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),13871,16114,24826,17704,14914,9133,11496,17984,16057,13854,11259,14012,12514,14110,14281,16596,14820,14422,17896,13247,10942,11774,7878,6863,4591,11041,10885,6870,9946,7152,12879,2949,2976,1242,--,
应收账款(万元),56365,59290,62271,56398,54091,39553,45562,43873,39572,46057,47484,26807,24622,27208,31539,23736,28700,29451,22260,17962,16285,17310,19585,19607,25276,24827,23949,26959,16177,16820,9848,7230,6872,4684,1073,
预付款项(万元),7953,5038,5939,6653,11938,6980,5294,4445,5112,1979,3299,2981,6285,2238,8651,1374,1413,2822,1571,2473,1253,1238,3169,2101,--,1221,9152,13153,10738,9141,8366,3222,1106,1336,2863,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),173,66,--,101,32,29,27,25,161,87,72,31,28,18,8,649,324,2690,2011,1332,748,2866,2244,1454,722,46,97,97,121,751,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,21730,13540,1019,948,416,383,336,3117,593,3479,562,2020,418,746,695,266,565,884,239,326,454,178,62,118,63,61,50,147,148,8,137,40,22,0,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),13647,13195,18129,30577,32585,19088,18173,11388,20787,13346,16682,15146,20939,16148,15966,19243,15821,7977,6210,6347,7738,5449,6470,6034,4735,2826,2839,3846,1993,1654,1841,3053,2120,2052,453,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
