报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),370049,412200,375664,312870,289229,372806,510900,424019,654510,735409,685022,678336,670863,689387,645550,693052,55945,88995,61220,53608,54051,82983,55664,44553,36561,41488,30065,6726,5297,5925,5787,5474,6888,7653,3979,4962,4660,5284,3048,4669,2465,1778,1239,516,531,931,589,734,1060,550,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融资产(万元),39703,--,--,--,--,--,--,--,--,--,--,--,1000,--,800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,1,1,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),2385,2679,1636,1746,1546,515,120,10,151,243,271,442,208,367,179,252,293,413,233,517,206,--,60,--,52,205,52,289,545,416,142,346,190,138,109,141,124,70,--,0,29,--,70,18,3,--,4,26,32,3,
应收账款(万元),79007,68517,85457,77357,64935,62497,83233,74615,67698,51305,77198,69584,56252,47111,62866,56038,45633,32226,50388,51302,41080,28443,39008,38749,31119,22501,29509,4729,4817,3949,3252,2481,2182,2147,2251,2279,2284,2485,2975,2388,2101,2177,2353,2115,2913,2620,2446,2652,2650,2727,
预付款项(万元),2304,1867,3250,2654,2846,2258,7291,6377,7362,5863,13364,12392,12694,10746,8553,8541,6583,6687,7842,7127,6506,4797,6701,3473,3532,3250,7037,5845,6338,5125,5179,5014,3518,3328,4223,3327,1008,1235,2132,3332,1859,664,798,2093,3051,1283,1889,876,2419,582,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收利息(万元),3410,2174,--,5458,7143,5014,6349,2883,3129,2726,6813,4989,2826,1406,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,0,--,0,
应收股利(万元),--,--,--,1161,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,0,--,0,
其他应收款(万元),--,4271,12691,4708,5436,4055,5758,5752,5835,4575,5260,4913,5268,3853,4727,4183,4785,3704,6244,5640,8090,11480,1384,779,917,455,1313,2466,3576,2637,3866,5062,6532,6604,3553,4622,9150,5591,5871,5132,7638,8739,16676,16809,9617,16862,7656,6714,6905,7445,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
存货(万元),6785,6997,6251,5890,5956,7306,5908,6016,5963,6827,3748,5066,5326,4355,5485,4613,4197,4578,4607,4445,5035,5132,4862,4601,4061,3772,4551,4543,3980,4591,3557,2751,2967,2601,2566,1846,2387,2812,2299,1543,2310,1609,2296,2270,2213,2581,2221,2557,2100,2552,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1283,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,0,--,0,
其他流动资产(万元),399758,369442,369697,448152,456219,383956,202159,303131,56761,3922,2232,2567,2998,3045,1392,11450,11108,12502,--,1014,1107,1597,905,938,609,735,249,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,3,5,--,0,
流动资产合计(万元),907275,868147,854645,859996,833310,838902,821718,822803,801408,810870,793908,778288,757435,760270,729552,778128,128544,149105,131817,123654,116075,134431,108584,93092,76851,72407,72776,24598,24553,22644,21782,21128,22277,22470,16682,17177,19613,17478,16324,17064,16403,14966,23431,23821,18329,24275,14808,13565,32620,13859,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
可供出售金融资产(万元),--,27539,34606,35459,40068,42066,46043,45031,56860,63201,23230,23315,22465,22465,9325,9325,9325,9325,--,--,--,--,--,--,--,--,--,--,--,--,969,904,865,865,778,778,778,778,656,656,0,0,0,0,--,0,--,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,--,0,1,1,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
长期股权投资(万元),81267,81064,77863,78112,77840,79251,77925,78460,77795,72302,73347,73707,73345,73988,87396,26447,24876,11848,20526,20543,11846,11882,12627,12777,3544,3613,3616,100,100,100,100,100,100,100,800,800,800,800,800,800,834,834,1657,1657,-11660,1811,3222,3222,3222,5369,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
投资性房地产(万元),746,756,765,775,785,794,804,813,823,833,842,852,862,871,881,891,900,910,919,929,939,948,958,968,977,987,996,--,--,--,--,--,--,--,--,0,0,0,1176,1184,1592,1616,1654,1654,1654,1253,972,975,--,855,
固定资产原值(万元),--,481336,--,453612,--,436919,--,409192,--,393572,--,365050,--,352539,--,330147,--,318910,--,296613,--,287653,--,214991,--,202357,--,16602,--,16611,--,16582,--,16194,--,18750,0,43585,--,41835,--,42698,--,42835,--,45001,--,45425,--,48275,
累计折旧(万元),--,197247,--,185706,--,170761,--,160942,--,146803,--,134257,--,120837,--,110183,--,97646,--,91755,--,77993,--,67531,--,60243,--,12040,--,11689,--,11350,--,10993,--,11287,0,20821,--,19921,--,19624,--,18920,--,18805,--,18093,--,18903,
固定资产净值(万元),--,284089,--,267906,--,266159,--,248250,--,246769,--,230792,--,231702,--,219964,--,221264,--,204858,--,209660,--,147460,--,142113,--,4562,--,4922,--,5375,--,5200,--,7463,0,22764,--,21914,--,23073,--,23915,--,26196,--,27332,--,29372,
固定资产减值准备(万元),--,98,--,--,--,312,--,343,--,343,--,--,--,--,--,470,--,--,--,--,--,--,--,--,--,--,--,1118,--,1118,--,1118,--,1118,--,2150,0,12058,--,10869,--,11272,--,7772,--,8311,--,8311,--,8319,
固定资产(万元),--,283991,270631,267906,268491,265846,252043,247907,246129,246425,232108,230792,232851,231702,220082,219494,222564,221264,205986,204858,206592,209660,147712,147460,144058,142113,135033,3444,3623,3804,3962,4114,4260,4082,5177,5313,6470,10706,9875,11045,11501,11801,15728,16143,17109,17885,18568,19021,20498,21053,
在建工程(万元),--,51281,66120,55966,52966,48955,66548,55792,52755,47354,45512,41327,34124,30073,37871,33957,28202,26010,36970,31651,27100,25291,23876,22817,23310,26430,26785,--,--,--,--,--,--,44,44,43,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
工程物资(万元),--,8019,--,8235,7950,7394,7141,7055,7134,6912,7384,7455,7275,6391,6491,6068,6654,5744,6260,5977,6262,6591,5629,5930,5690,5146,5138,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
无形资产(万元),33104,34632,30786,30627,31394,31485,26045,26387,25660,26054,23333,23745,20727,22904,22208,22277,22638,22542,22082,22731,23358,21121,19746,19893,20867,16734,14292,1677,1708,1740,1771,1802,1833,1865,1907,1937,1960,4945,4996,5046,5096,5147,5612,5693,5778,5860,5904,5983,6062,6360,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
商誉(万元),26417,26417,26417,26417,26417,26417,26417,26417,26437,26437,26437,26437,26437,26437,26437,26437,26437,26437,26417,26417,26417,26417,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,288,288,9696,9696,9696,9696,--,0,--,27061,
长期待摊费用(万元),93841,94272,93695,97851,99512,99749,95801,96963,101360,100757,94852,94631,94374,91482,90727,89104,85300,81818,77877,72741,74494,71352,70143,69068,71511,70495,68565,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,33,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
递延所得税资产(万元),1200,1200,1393,1251,1170,1170,1046,1095,987,986,1103,1104,920,918,1048,1048,816,816,756,760,759,760,432,524,432,432,375,388,357,357,363,343,322,322,505,505,505,505,500,500,611,611,513,513,513,513,--,0,--,770,
其他非流动资产(万元),--,--,--,--,--,--,2841,2841,1155,1155,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
非流动资产合计(万元),589180,609170,602277,602598,606593,603127,602654,588761,597096,592414,528146,523365,513379,507230,502464,435047,427711,406713,397793,386608,377767,374022,281123,279436,270389,265950,254802,5611,5790,6002,7166,7265,7381,7279,9211,9376,10513,17735,18004,19232,19924,20298,34861,35357,23092,37020,28667,29201,29784,61502,
资产总计(万元),1496455,1477317,1456922,1462593,1439902,1442029,1424373,1411564,1398503,1403284,1322054,1301653,1270814,1267500,1232016,1213175,556255,555818,529610,510262,493842,508453,389707,372529,347239,338357,327578,30209,30342,28646,28948,28392,29658,29749,25893,26553,30127,35212,34328,36296,36327,35264,58292,59179,41421,61295,43475,42767,62404,75361,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17000,25450,23850,23850,33000,49850,47850,48050,31400,31500,35930,6524,18043,18143,20087,21287,22986,23286,31118,31668,33168,34018,39411,39811,42659,43709,47806,47806,53201,53290,57519,57749,57949,67787,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,--,--,--,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付票据(万元),--,3044,--,1858,2172,2097,2128,1973,1895,1886,1486,1140,1134,1245,1116,1326,1556,2629,1755,954,2375,2328,1860,1330,1975,2593,2677,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,0,--,0,
应付账款(万元),--,94454,--,98701,98130,97415,97126,87273,87335,91408,85786,77730,76720,78330,75056,77598,75906,70842,68754,63326,63955,59099,50065,48901,47377,46120,43585,1292,1236,1189,1245,1617,1315,1603,1461,1799,2275,1980,2174,2324,2994,1864,2796,3659,3596,2963,2525,1475,3277,2358,
预收账款(万元),130192,130343,121862,124747,120997,124268,119979,121959,116190,119137,103396,108847,98841,110415,100016,99714,96955,102233,91843,92228,82439,84129,53719,51533,45009,46796,46646,271,338,397,498,512,794,763,454,335,340,9179,812,2254,534,455,377,588,851,921,994,1096,1003,1163,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付职工薪酬(万元),13072,24107,19107,12503,10712,20967,14960,11628,11248,20216,13618,12301,9318,19517,13383,11580,8924,14862,10347,8742,7068,12504,8402,7316,6257,9845,7103,45,51,51,52,51,51,50,49,51,50,49,52,54,50,49,79,76,69,68,55,51,64,71,
应交税费(万元),2609,1431,1015,795,1416,1286,1589,842,2352,2144,2049,1722,2815,1577,1183,696,24,524,8169,6252,3904,801,283,907,614,1150,1445,3686,4045,7180,6980,6679,7351,7134,6073,6265,7249,6536,6053,6105,6195,6360,4837,4994,3635,3879,1912,1917,1930,1873,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,46,40,38,55,105,107,118,115,113,35,11836,15349,15026,14652,15518,16884,16538,19996,19442,18892,18240,19335,18440,17952,17203,16725,15960,13921,14445,11434,10376,9610,11184,
应付股利(万元),--,--,--,28667,--,--,--,20067,--,--,--,5017,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,60,60,60,60,60,60,60,--,0,--,--,--,0,--,0,--,0,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
其他应付款(万元),--,13373,13949,14141,17750,14196,17653,16829,15876,14555,11941,12087,11147,9105,8727,9457,8854,8939,10438,9991,9960,6078,4930,4518,4053,3697,6188,20179,16086,4241,3713,2994,2647,2768,2013,2762,5077,5062,6868,6344,5142,3703,5178,4376,343,4923,8898,8544,7622,7920,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16000,16000,16000,16000,16000,8000,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,0,--,0,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1214,1345,661,456,961,620,648,566,1219,--,2349,2349,2361,2378,2378,2378,3465,3465,5292,3465,3435,3435,--,--,2,344,--,--,258,231,248,0,
流动负债合计(万元),261894,266753,260359,281411,251176,260228,253435,260571,234895,249347,218276,218844,199973,220189,199481,200371,209247,225525,216410,206726,203418,231350,184175,179294,153448,158381,152827,43834,57497,48576,49588,51097,54466,54580,64689,65846,72402,78588,78139,78766,75525,73343,77800,77803,75616,80489,83594,81437,81702,92355,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8000,8000,16000,16000,24000,--,--,--,--,--,--,--,--,0,0,0,--,0,3435,3435,3425,3425,3435,3435,3445,3445,3445,3445,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,0,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,0,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,--,--,--,0,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4800,4800,4800,4800,4800,4800,12800,12800,14000,15860,36735,36735,36735,36735,38103,38103,38103,39678,
长期递延收益(万元),139017,140438,140879,141222,132922,139413,139632,137162,133028,131928,136705,132148,129954,121060,120515,116011,112785,109139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),4496,1905,2398,2611,3763,4263,5895,5641,8599,10184,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,234,218,208,208,--,186,186,186,156,156,--,--,--,0,--,--,--,0,--,0,
