报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),9285,12619,9030,4332,2439,3607,3168,3305,5441,3551,9440,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),627,1696,1616,1016,741,844,1660,550,1189,490,2039,
应收账款(万元),33278,30656,25622,23882,24743,22172,18572,16911,16155,11063,7342,
预付款项(万元),8216,5954,7480,5682,4842,3111,1627,1622,1534,1392,392,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),685,973,463,1361,1320,1141,1022,1125,1414,1602,594,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),18567,16072,16192,12252,9850,7641,7362,7387,9825,5646,7194,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),70657,67970,60403,48525,43935,38515,35420,30899,35557,23744,27000,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),179,179,179,179,179,179,179,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),11821,--,--,--,--,--,--,96,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,14180,--,13961,--,13875,14257,3108,2056,1999,1437,
累计折旧(万元),--,2911,--,2525,--,2159,1733,986,759,490,279,
固定资产净值(万元),--,11269,--,11436,--,11716,12524,2122,1297,1509,1158,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),11360,11269,11393,11436,11052,11716,12524,2122,1297,1509,1158,
在建工程(万元),--,--,591,--,376,273,--,5756,2519,280,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),900,896,886,897,900,903,918,2680,2522,1486,949,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),17,19,0,3,6,9,26,81,99,25,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),827,800,964,987,853,807,819,581,470,385,86,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),25105,13163,14013,13503,13366,13887,14467,11316,6907,3685,2193,
资产总计(万元),95763,81133,74416,62028,57301,52402,49887,42215,42464,27430,29193,
短期借款(万元),28315,19633,10489,8981,4926,4540,4424,3720,5300,3000,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),526,1127,1042,2027,--,300,180,1582,924,--,100,
应付账款(万元),11398,10543,10264,7584,7337,4972,6625,6210,5829,3474,5900,
预收账款(万元),3820,1665,5305,3706,3103,1530,625,618,3501,1349,4837,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),122,107,104,193,117,111,98,104,137,140,208,
应交税费(万元),1301,1098,2459,2849,3317,2986,2289,1840,908,409,223,
应付利息(万元),281,188,94,--,281,188,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),3427,977,592,811,592,1354,1005,93,84,88,78,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,500,500,1000,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),49191,35338,30349,26151,20174,16481,16246,14166,16683,8461,11846,
长期借款(万元),--,--,--,--,2200,2200,2200,3200,3200,--,--,
应付债券(万元),4983,4964,4945,4926,4915,4898,4863,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1868,1882,1892,1644,1652,1660,1660,1660,1660,--,--,
递延所得税负债(万元),1,1,2,2,3,4,5,8,15,22,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,140,140,
非流动负债合计(万元),6852,6847,6838,6572,8770,8761,8728,4868,4875,162,140,
负债合计(万元),56043,42185,37187,32724,28944,25242,24974,19034,21558,8622,11986,
实收资本(或股本)(万元),21040,20800,20800,15600,15600,15600,15600,15600,15600,9000,9000,
资本公积(万元),4709,2467,2464,523,523,523,548,548,548,7148,7148,
减:库存股(万元),2364,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),1410,1411,1554,1411,990,990,990,878,689,526,276,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),14925,14270,12410,11769,11244,10047,7660,6002,3858,1976,784,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),39720,38948,37229,29304,28358,27160,24797,23027,20695,18649,17207,
