报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),42373,56704,36882,58903,32207,51953,32511,67392,21638,15772,15090,38450,18938,26552,16632,32334,17873,15816,16967,34382,23345,32396,74202,47190,25819,34527,32799,56284,12060,21347,18007,39054,18862,23203,29853,36594,30687,9595,5691,11547,9328,6170,11846,18047,10635,12595,16937,4974,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,1,--,0,--,--,--,--,--,0,--,0,--,2,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收票据(万元),653,661,954,2402,2085,1769,1367,1444,3510,4783,3723,2690,2504,3605,2988,4411,2734,1895,1632,1374,999,740,1152,1490,761,319,1781,1241,1040,1677,1063,862,2262,2261,2434,2269,2983,1165,1183,971,915,1456,560,1198,212,78,100,1504,
应收账款(万元),68197,63750,57850,52233,47083,39926,41044,42198,43218,38698,39685,39199,48673,49947,53159,56282,59177,57396,56019,52414,64150,61084,62106,57160,67295,64849,52414,48834,57679,51203,44022,35763,35505,32434,25739,26236,27825,19037,17957,14273,10724,12020,12005,11229,9384,8263,5827,4761,
预付款项(万元),33780,24491,10490,8815,1876,1018,1550,1364,1600,1004,931,723,1144,1308,1713,1102,1471,1997,1835,774,9214,4883,891,622,885,1109,1059,1266,1914,2004,2248,1858,1164,1346,2645,1749,2811,1797,1495,2246,2231,1931,1539,1962,1488,769,787,621,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收利息(万元),--,14,23,16,8,22,22,--,--,--,--,--,--,--,--,--,--,--,--,--,215,118,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90,90,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,--,0,
