报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),6355,10987,4879,5119,5086,4517,4948,8629,14397,13875,19005,18574,8540,7913,5089,5930,6707,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应收票据(万元),1460,1317,1065,125,1845,1522,236,236,197,210,17,62,201,218,332,36,58,
应收账款(万元),34463,33072,30727,25705,27945,25538,2751,3250,3269,3067,3803,4358,2578,2713,4649,3832,2671,
预付款项(万元),1634,295,613,1530,1107,324,332,76,278,25,145,53,33,19,44,37,70,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,
其他应收款(万元),1644,1189,1645,1323,804,545,57,141,127,48,298,235,529,450,575,463,90,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
存货(万元),25179,21721,16326,17239,15086,11867,7831,6449,6061,6659,6460,6194,6779,6519,6466,7961,6269,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,4769,3997,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他流动资产(万元),119,281,50,58,140,3134,10036,8035,3535,3648,--,0,--,--,--,--,--,
流动资产合计(万元),70854,68862,60073,55097,52012,47448,26192,26817,27864,27533,29728,29475,18660,17832,17155,18258,15865,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
长期应收款(万元),4341,4599,2249,3042,--,--,--,--,--,--,--,0,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
固定资产原值(万元),--,9116,--,8045,--,7919,--,3791,--,2331,--,2133,2128,2127,1999,2045,1908,
累计折旧(万元),--,2079,--,1818,--,1578,--,1231,--,--,--,1100,1057,1009,837,729,541,
固定资产净值(万元),--,7037,--,6227,--,6341,--,2560,--,2331,--,1033,1071,1118,1162,1315,1368,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,1182,--,--,--,--,--,--,--,
固定资产(万元),7290,7037,6194,6227,6370,6341,2578,2560,1203,1149,986,1033,1071,1118,1162,1315,1368,
在建工程(万元),8724,7077,5702,3839,1008,910,2487,2242,3462,3412,3208,3134,3069,3005,1910,43,78,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
无形资产(万元),4212,4317,4412,4571,4709,4681,707,718,728,739,749,759,753,763,802,819,136,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
商誉(万元),32994,32994,32994,32994,32994,32994,--,--,--,--,--,0,--,--,--,--,--,
长期待摊费用(万元),5,--,2,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),734,807,814,586,171,200,82,101,76,73,118,130,80,71,52,15,148,
其他非流动资产(万元),403,403,752,1087,2030,1892,1618,345,--,17,--,0,--,--,--,--,--,
非流动资产合计(万元),58702,57233,53119,52345,47283,47019,7473,5966,5468,5390,5060,5057,4973,4958,3926,2192,1730,
资产总计(万元),129556,126095,113192,107442,99296,94466,33665,32783,33332,32923,34788,34533,23633,22790,21081,20449,17594,
短期借款(万元),18176,18176,10859,10904,6239,5782,--,--,--,--,--,0,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付票据(万元),6988,7643,3831,357,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付账款(万元),20778,18287,15893,17320,19304,16820,1904,1276,815,812,1050,1006,1006,1351,907,1797,893,
预收账款(万元),4135,3667,3510,2930,3297,2268,1638,1445,1428,1347,2115,1868,1836,996,441,623,1044,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付职工薪酬(万元),1173,1239,954,854,880,859,608,529,486,673,456,448,426,575,799,757,495,
应交税费(万元),1803,3294,2377,1464,1439,1850,-21,140,32,102,262,402,140,162,252,315,490,
应付利息(万元),93,49,36,1,44,22,--,--,--,--,--,0,--,--,--,--,--,
应付股利(万元),--,--,--,23,--,--,--,--,--,--,1250,0,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),12651,12151,12684,12550,19578,19710,46,8,46,36,41,144,70,34,87,53,530,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,1,2,5,7,8,8,8,7,8,8,9,3,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,
流动负债合计(万元),65796,64506,50144,46404,50784,47316,4181,3407,2817,2978,5182,3875,3488,3126,2489,3545,3452,
