报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),1555245,1110035,1495130,916175,1482948,1163824,831278,1383194,622840,823791,1140771,937494,1073355,963852,1514445,823148,971730,878544,850532,825143,923319,775398,654753,845649,507365,467881,494475,980530,735931,1015321,586117,421844,606080,901719,648920,608572,457334,467775,605656,795455,782386,778955,746614,449938,660263,643751,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
应收票据(万元),44795,41622,58981,142538,167854,142899,190690,215452,174834,41454,38955,2624,3252,3930,2640,1515,1387,1110,282,1547,1720,766,1120,535,722,1105,470,430,100,100,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,0,
应收账款(万元),632983,534434,632956,581581,605624,450962,491773,415555,211733,271022,282516,258154,521076,231683,214804,245268,423410,208080,218337,191947,390688,204107,187443,189837,237387,102120,242114,212168,316115,202384,261344,125662,291271,253004,213801,162106,155717,65621,70135,150702,77296,91849,10451,6603,5791,42516,
预付款项(万元),18077,17251,15396,7082,41209,11898,13731,11251,7274,11059,15841,26549,9866,19046,24045,21856,22330,25052,37082,20538,12036,11180,11214,9822,10687,7885,21141,20152,13098,11467,4090,3225,3194,2419,5850,4889,20221,156,3900,6657,5061,173,941,1149,2611,1159,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
应收利息(万元),1562,1473,--,0,950,1044,--,0,--,993,--,0,--,978,--,--,--,2486,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,0,
应收股利(万元),102,240476,240332,175,145,124943,124854,124854,151063,151064,--,75703,159735,159738,--,44,123407,123407,--,--,60000,126553,--,--,119445,119445,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,0,
其他应收款(万元),162380,107449,144287,55532,126863,143904,193077,153771,113649,116627,152676,99682,80134,97240,128846,105190,50039,42061,60810,41439,16940,67105,22829,35281,61917,53289,60837,70843,69197,78699,17190,3240,19364,8555,125600,123921,126773,128011,13169,10599,9636,9503,67772,107418,106460,54929,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
存货(万元),159960,152820,173061,177872,167641,161249,170720,173385,170901,170946,171796,175949,176848,168557,182708,176586,171002,178685,161555,159223,169132,165813,157333,153237,141843,147837,141864,135200,126048,117401,123305,84957,83384,82627,80699,74761,71490,67510,23892,26203,19521,19022,16543,18975,16499,18268,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,0,
其他流动资产(万元),39700,38897,13039,22617,7171,10280,--,7943,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,2,0,0,0,0,12,
流动资产合计(万元),2614803,2244458,2773182,1903571,2600406,2211004,2016122,2485405,1452294,1586956,1802555,1576156,2024265,1645023,2067488,1373606,1763306,1459425,1328597,1239837,1573837,1350921,1034692,1234360,1079366,899563,960902,1419323,1260490,1425372,992045,638928,1003293,1248326,1074869,974248,831534,729073,716753,989616,893902,899501,842322,584082,791624,760636,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,--,0,
可供出售金融资产(万元),6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,6516,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,0,
